"sampno","beta","lnlike"
192,0.000412557505546149,-3485.64277761282
193,0.000412557505546149,-3485.64277761282
194,0.000412557505546149,-3485.64277761282
195,0.000412557505546149,-3485.64277761282
196,0.000412557505546149,-3485.64277761282
197,0.000412557505546149,-3485.64277761282
198,0.000412557505546149,-3485.64277761282
199,0.000412557505546149,-3485.64277761282
200,0.000412557505546149,-3485.64277761282
201,0.000412557505546149,-3485.64277761282
202,0.000412557505546149,-3485.64277761282
203,0.000412557505546149,-3485.64277761282
204,0.000412557505546149,-3485.64277761282
205,0.000412557505546149,-3485.64277761282
206,0.000412557505546149,-3485.64277761282
207,0.000412557505546149,-3485.64277761282
208,0.000412557505546149,-3485.64277761282
209,0.000412557505546149,-3485.64277761282
210,0.000412557505546149,-3485.64277761282
211,0.000412557505546149,-3485.64277761282
212,0.000412557505546149,-3485.64277761282
213,0.000412557505546149,-3485.64277761282
214,0.000412557505546149,-3485.64277761282
215,0.000412557505546149,-3485.64277761282
216,0.000412557505546149,-3485.64277761282
217,0.000412557505546149,-3485.64277761282
218,0.000412557505546149,-3485.64277761282
219,0.000412557505546149,-3485.64277761282
220,0.000412557505546149,-3485.64277761282
221,0.000412557505546149,-3485.64277761282
222,0.000412557505546149,-3485.64277761282
223,0.000412557505546149,-3485.64277761282
224,0.000412557505546149,-3485.64277761282
225,0.000412557505546149,-3485.64277761282
226,0.000412557505546149,-3485.64277761282
227,0.000412557505546149,-3485.64277761282
228,0.000412557505546149,-3485.64277761282
229,0.000412557505546149,-3485.64277761282
230,0.000412557505546149,-3485.64277761282
231,0.000412557505546149,-3485.64277761282
232,0.000412557505546149,-3485.64277761282
233,0.000412557505546149,-3485.64277761282
234,0.000412557505546149,-3485.64277761282
235,0.000412557505546149,-3485.64277761282
236,0.000412557505546149,-3485.64277761282
237,0.000412557505546149,-3485.64277761282
238,0.000412557505546149,-3485.64277761282
239,0.000412557505546149,-3485.64277761282
240,0.000412557505546149,-3485.64277761282
241,0.000412557505546149,-3485.64277761282
242,0.000412557505546149,-3485.64277761282
243,0.000412557505546149,-3485.64277761282
244,0.000412557505546149,-3485.64277761282
245,0.000412557505546149,-3485.64277761282
246,0.000412557505546149,-3485.64277761282
247,0.000412557505546149,-3485.64277761282
248,0.000412557505546149,-3485.64277761282
249,0.000412557505546149,-3485.64277761282
250,0.000412557505546149,-3485.64277761282
251,0.000412557505546149,-3485.64277761282
252,0.000412557505546149,-3485.64277761282
253,0.000412557505546149,-3485.64277761282
254,0.000412557505546149,-3485.64277761282
255,0.000412557505546149,-3485.64277761282
256,0.000412557505546149,-3485.64277761282
257,0.000412557505546149,-3485.64277761282
258,0.000412557505546149,-3485.64277761282
259,0.000412557505546149,-3485.64277761282
260,0.000412557505546149,-3485.64277761282
261,0.000412557505546149,-3485.64277761282
262,0.000412557505546149,-3485.64277761282
263,0.000412557505546149,-3485.64277761282
264,0.000412557505546149,-3485.64277761282
265,0.000412557505546149,-3485.64277761282
266,0.000412557505546149,-3485.64277761282
267,0.000412557505546149,-3485.64277761282
268,0.000412557505546149,-3485.64277761282
269,0.000412557505546149,-3485.64277761282
270,0.000412557505546149,-3485.64277761282
271,0.000412557505546149,-3485.64277761282
272,0.000412557505546149,-3485.64277761282
273,0.000412557505546149,-3485.64277761282
274,0.000412557505546149,-3485.64277761282
275,0.000412557505546149,-3485.64277761282
276,0.000412557505546149,-3485.64277761282
277,0.000412557505546149,-3485.64277761282
278,0.000412557505546149,-3485.64277761282
279,0.000412557505546149,-3485.64277761282
280,0.000412557505546149,-3485.64277761282
281,0.000412557505546149,-3485.64277761282
282,0.000412557505546149,-3485.64277761282
283,0.000412557505546149,-3485.64277761282
284,0.000412557505546149,-3485.64277761282
285,0.000412557505546149,-3485.64277761282
286,0.000412557505546149,-3485.64277761282
287,0.000412557505546149,-3485.64277761282
288,0.000412557505546149,-3485.64277761282
289,0.000412557505546149,-3485.64277761282
290,0.000412557505546149,-3485.64277761282
291,0.000412557505546149,-3485.64277761282
292,0.000412557505546149,-3485.64277761282
293,0.000412557505546149,-3485.64277761282
294,0.000412557505546149,-3485.64277761282
295,0.000412557505546149,-3485.64277761282
296,0.000412557505546149,-3485.64277761282
297,0.000412557505546149,-3485.64277761282
298,0.000412557505546149,-3485.64277761282
299,0.000412557505546149,-3485.64277761282
300,0.000412557505546149,-3485.64277761282
301,0.000412557505546149,-3485.64277761282
302,0.000412557505546149,-3485.64277761282
303,0.000412557505546149,-3485.64277761282
304,0.000412557505546149,-3485.64277761282
305,0.000412557505546149,-3485.64277761282
306,0.000412557505546149,-3485.64277761282
307,0.000412557505546149,-3485.64277761282
308,0.000412557505546149,-3485.64277761282
309,0.000412557505546149,-3485.64277761282
310,0.000412557505546149,-3485.64277761282
311,0.000412557505546149,-3485.64277761282
312,0.000412557505546149,-3485.64277761282
313,0.000412557505546149,-3485.64277761282
314,0.000412557505546149,-3485.64277761282
315,0.000412557505546149,-3485.64277761282
316,0.000412557505546149,-3485.64277761282
317,0.000412557505546149,-3485.64277761282
318,0.000412557505546149,-3485.64277761282
319,0.000412557505546149,-3485.64277761282
320,0.000412557505546149,-3485.64277761282
321,0.000412557505546149,-3485.64277761282
322,0.000412557505546149,-3485.64277761282
323,0.000412557505546149,-3485.64277761282
324,0.000412557505546149,-3485.64277761282
325,0.000412557505546149,-3485.64277761282
326,0.000412557505546149,-3485.64277761282
327,0.000412557505546149,-3485.64277761282
328,0.000412557505546149,-3485.64277761282
329,0.000412557505546149,-3485.64277761282
330,0.000412557505546149,-3485.64277761282
331,0.000412557505546149,-3485.64277761282
332,0.000412557505546149,-3485.64277761282
333,0.000412557505546149,-3485.64277761282
334,0.000412557505546149,-3485.64277761282
335,0.000412557505546149,-3485.64277761282
336,0.000412557505546149,-3485.64277761282
337,0.000412557505546149,-3485.64277761282
338,0.000412557505546149,-3485.64277761282
339,0.000412557505546149,-3485.64277761282
340,0.000412557505546149,-3485.64277761282
341,0.000412557505546149,-3485.64277761282
342,0.000412557505546149,-3485.64277761282
343,0.000412557505546149,-3485.64277761282
344,0.000412557505546149,-3485.64277761282
345,0.000412557505546149,-3485.64277761282
346,0.000412557505546149,-3485.64277761282
347,0.000412557505546149,-3485.64277761282
348,0.000412557505546149,-3485.64277761282
349,0.000412557505546149,-3485.64277761282
350,0.000412557505546149,-3485.64277761282
351,0.000412557505546149,-3485.64277761282
352,0.000412557505546149,-3485.64277761282
353,0.000412557505546149,-3485.64277761282
354,0.000412557505546149,-3485.64277761282
355,0.000412557505546149,-3485.64277761282
356,0.000412557505546149,-3485.64277761282
357,0.000412557505546149,-3485.64277761282
358,0.000412557505546149,-3485.64277761282
359,0.000412557505546149,-3485.64277761282
360,0.000412557505546149,-3485.64277761282
361,0.000412557505546149,-3485.64277761282
362,0.000412557505546149,-3485.64277761282
363,0.000412557505546149,-3485.64277761282
364,0.000412557505546149,-3485.64277761282
365,0.000412557505546149,-3485.64277761282
366,0.000412557505546149,-3485.64277761282
367,0.000412557505546149,-3485.64277761282
368,0.000412557505546149,-3485.64277761282
369,0.000412557505546149,-3485.64277761282
370,0.000412557505546149,-3485.64277761282
371,0.000412557505546149,-3485.64277761282
372,0.000412557505546149,-3485.64277761282
373,0.000412557505546149,-3485.64277761282
374,0.000412557505546149,-3485.64277761282
375,0.000412557505546149,-3485.64277761282
376,0.000412557505546149,-3485.64277761282
377,0.000412557505546149,-3485.64277761282
378,0.000412557505546149,-3485.64277761282
379,0.000412557505546149,-3485.64277761282
380,0.000412557505546149,-3485.64277761282
381,0.000412557505546149,-3485.64277761282
382,0.000412557505546149,-3485.64277761282
383,0.000412557505546149,-3485.64277761282
384,0.000412557505546149,-3485.64277761282
385,0.000412557505546149,-3485.64277761282
386,0.000412557505546149,-3485.64277761282
387,0.000412557505546149,-3485.64277761282
388,0.000412557505546149,-3485.64277761282
389,0.000412557505546149,-3485.64277761282
390,0.000412557505546149,-3485.64277761282
391,0.000412557505546149,-3485.64277761282
392,0.000412557505546149,-3485.64277761282
393,0.000412557505546149,-3485.64277761282
394,0.000412557505546149,-3485.64277761282
395,0.000412557505546149,-3485.64277761282
396,0.000412557505546149,-3485.64277761282
397,0.000412557505546149,-3485.64277761282
398,0.000412557505546149,-3485.64277761282
399,0.000412557505546149,-3485.64277761282
400,0.000412557505546149,-3485.64277761282
401,0.000412557505546149,-3485.64277761282
402,0.000412557505546149,-3485.64277761282
403,0.000412557505546149,-3485.64277761282
404,0.000412557505546149,-3485.64277761282
405,0.000412557505546149,-3485.64277761282
406,0.000412557505546149,-3485.64277761282
407,0.000412557505546149,-3485.64277761282
408,0.000412557505546149,-3485.64277761282
409,0.000412557505546149,-3485.64277761282
410,0.000412557505546149,-3485.64277761282
411,0.000412557505546149,-3485.64277761282
412,0.000412557505546149,-3485.64277761282
413,0.000412557505546149,-3485.64277761282
414,0.000412557505546149,-3485.64277761282
415,0.000412557505546149,-3485.64277761282
416,0.000412557505546149,-3485.64277761282
417,0.000412557505546149,-3485.64277761282
418,0.000412557505546149,-3485.64277761282
419,0.000412557505546149,-3485.64277761282
420,0.000412557505546149,-3485.64277761282
421,0.000412557505546149,-3485.64277761282
422,0.000412557505546149,-3485.64277761282
423,0.000412557505546149,-3485.64277761282
424,0.000412557505546149,-3485.64277761282
425,0.000412557505546149,-3485.64277761282
426,0.000412557505546149,-3485.64277761282
427,0.000412557505546149,-3485.64277761282
428,0.000412557505546149,-3485.64277761282
429,0.000412557505546149,-3485.64277761282
430,0.000412557505546149,-3485.64277761282
431,0.000412557505546149,-3485.64277761282
432,0.000412557505546149,-3485.64277761282
433,0.000412557505546149,-3485.64277761282
434,0.000412557505546149,-3485.64277761282
435,0.000412557505546149,-3485.64277761282
436,0.000412557505546149,-3485.64277761282
437,0.000412557505546149,-3485.64277761282
438,0.000412557505546149,-3485.64277761282
439,0.000412557505546149,-3485.64277761282
440,0.000412557505546149,-3485.64277761282
441,0.000412557505546149,-3485.64277761282
442,0.000412557505546149,-3485.64277761282
443,0.000412557505546149,-3485.64277761282
444,0.000412557505546149,-3485.64277761282
445,0.000412557505546149,-3485.64277761282
446,0.000412557505546149,-3485.64277761282
447,0.000412557505546149,-3485.64277761282
448,0.000412557505546149,-3485.64277761282
449,0.000412557505546149,-3485.64277761282
450,0.000412557505546149,-3485.64277761282
451,0.000412557505546149,-3485.64277761282
452,0.000412557505546149,-3485.64277761282
453,0.000412557505546149,-3485.64277761282
454,0.000412557505546149,-3485.64277761282
455,0.000412557505546149,-3485.64277761282
456,0.000412557505546149,-3485.64277761282
457,0.000412557505546149,-3485.64277761282
458,0.000412557505546149,-3485.64277761282
459,0.000412557505546149,-3485.64277761282
460,0.000412557505546149,-3485.64277761282
461,0.000412557505546149,-3485.64277761282
462,0.000412557505546149,-3485.64277761282
463,0.000412557505546149,-3485.64277761282
464,0.000412557505546149,-3485.64277761282
465,0.000412557505546149,-3485.64277761282
466,0.000412557505546149,-3485.64277761282
467,0.000412557505546149,-3485.64277761282
468,0.000412557505546149,-3485.64277761282
469,0.000412557505546149,-3485.64277761282
470,0.000412557505546149,-3485.64277761282
471,0.000412557505546149,-3485.64277761282
472,0.000412557505546149,-3485.64277761282
473,0.000412557505546149,-3485.64277761282
474,0.000412557505546149,-3485.64277761282
475,0.000412557505546149,-3485.64277761282
476,0.000412557505546149,-3485.64277761282
477,0.000412557505546149,-3485.64277761282
478,0.000412557505546149,-3485.64277761282
479,0.000412557505546149,-3485.64277761282
480,0.000412557505546149,-3485.64277761282
481,0.000412557505546149,-3485.64277761282
482,0.000412557505546149,-3485.64277761282
483,0.000412557505546149,-3485.64277761282
484,0.000412557505546149,-3485.64277761282
485,0.000412557505546149,-3485.64277761282
486,0.000412557505546149,-3485.64277761282
487,0.000412557505546149,-3485.64277761282
488,0.000412557505546149,-3485.64277761282
489,0.000412557505546149,-3485.64277761282
490,0.000412557505546149,-3485.64277761282
491,0.000412557505546149,-3485.64277761282
492,0.000412557505546149,-3485.64277761282
493,0.000412557505546149,-3485.64277761282
494,0.000412557505546149,-3485.64277761282
495,0.000412557505546149,-3485.64277761282
496,0.000412557505546149,-3485.64277761282
497,0.000412557505546149,-3485.64277761282
498,0.000412557505546149,-3485.64277761282
499,0.000412557505546149,-3485.64277761282
500,0.000412557505546149,-3485.64277761282
501,0.000412557505546149,-3485.64277761282
502,0.000412557505546149,-3485.64277761282
503,0.000412557505546149,-3485.64277761282
504,0.000412557505546149,-3485.64277761282
505,0.000412557505546149,-3485.64277761282
506,0.000412557505546149,-3485.64277761282
507,0.000412557505546149,-3485.64277761282
508,0.000412557505546149,-3485.64277761282
509,0.000412557505546149,-3485.64277761282
510,0.000412557505546149,-3485.64277761282
511,0.000412557505546149,-3485.64277761282
512,0.000412557505546149,-3485.64277761282
513,0.000412557505546149,-3485.64277761282
514,0.000412557505546149,-3485.64277761282
515,0.000412557505546149,-3485.64277761282
516,0.000412557505546149,-3485.64277761282
517,0.000412557505546149,-3485.64277761282
518,0.000412557505546149,-3485.64277761282
519,0.000412557505546149,-3485.64277761282
520,0.000412557505546149,-3485.64277761282
521,0.000412557505546149,-3485.64277761282
522,0.000412557505546149,-3485.64277761282
523,0.000412557505546149,-3485.64277761282
524,0.000412557505546149,-3485.64277761282
525,0.000412557505546149,-3485.64277761282
526,0.000412557505546149,-3485.64277761282
527,0.000412557505546149,-3485.64277761282
528,0.000412557505546149,-3485.64277761282
529,0.000412557505546149,-3485.64277761282
530,0.000412557505546149,-3485.64277761282
531,0.000412557505546149,-3485.64277761282
532,0.000412557505546149,-3485.64277761282
533,0.000412557505546149,-3485.64277761282
534,0.000412557505546149,-3485.64277761282
535,0.000412557505546149,-3485.64277761282
536,0.000412557505546149,-3485.64277761282
537,0.000412557505546149,-3485.64277761282
538,0.000412557505546149,-3485.64277761282
539,0.000412557505546149,-3485.64277761282
540,0.000412557505546149,-3485.64277761282
541,0.000412557505546149,-3485.64277761282
542,0.000412557505546149,-3485.64277761282
543,0.000412557505546149,-3485.64277761282
544,0.000412557505546149,-3485.64277761282
545,0.000412557505546149,-3485.64277761282
546,0.000412557505546149,-3485.64277761282
547,0.000412557505546149,-3485.64277761282
548,0.000412557505546149,-3485.64277761282
549,0.000412557505546149,-3485.64277761282
550,0.000412557505546149,-3485.64277761282
551,0.000412557505546149,-3485.64277761282
552,0.000412557505546149,-3485.64277761282
553,0.000412557505546149,-3485.64277761282
554,0.000412557505546149,-3485.64277761282
555,0.000412557505546149,-3485.64277761282
556,0.000412557505546149,-3485.64277761282
557,0.000412557505546149,-3485.64277761282
558,0.000412557505546149,-3485.64277761282
559,0.000412557505546149,-3485.64277761282
560,0.000412557505546149,-3485.64277761282
561,0.000412557505546149,-3485.64277761282
562,0.000412557505546149,-3485.64277761282
563,0.000412557505546149,-3485.64277761282
564,0.000412557505546149,-3485.64277761282
565,0.000412557505546149,-3485.64277761282
566,0.000412557505546149,-3485.64277761282
567,0.000412557505546149,-3485.64277761282
568,0.000412557505546149,-3485.64277761282
569,0.000412557505546149,-3485.64277761282
570,0.000412557505546149,-3485.64277761282
571,0.000412557505546149,-3485.64277761282
572,0.000412557505546149,-3485.64277761282
573,0.000412557505546149,-3485.64277761282
574,0.000412557505546149,-3485.64277761282
575,0.000412557505546149,-3485.64277761282
576,0.000412557505546149,-3485.64277761282
577,0.000412557505546149,-3485.64277761282
578,0.000412557505546149,-3485.64277761282
579,0.000412557505546149,-3485.64277761282
580,0.000412557505546149,-3485.64277761282
581,0.000412557505546149,-3485.64277761282
582,0.000412557505546149,-3485.64277761282
583,0.000412557505546149,-3485.64277761282
584,0.000412557505546149,-3485.64277761282
585,0.000412557505546149,-3485.64277761282
586,0.000412557505546149,-3485.64277761282
587,0.000412557505546149,-3485.64277761282
588,0.000412557505546149,-3485.64277761282
589,0.000412557505546149,-3485.64277761282
590,0.000412557505546149,-3485.64277761282
591,0.000412557505546149,-3485.64277761282
592,0.000412557505546149,-3485.64277761282
593,0.000412557505546149,-3485.64277761282
594,0.000412557505546149,-3485.64277761282
595,0.000412557505546149,-3485.64277761282
596,0.000412557505546149,-3485.64277761282
597,0.000412557505546149,-3485.64277761282
598,0.000412557505546149,-3485.64277761282
599,0.000412557505546149,-3485.64277761282
600,0.000412557505546149,-3485.64277761282
601,0.000412557505546149,-3485.64277761282
602,0.000412557505546149,-3485.64277761282
603,0.000412557505546149,-3485.64277761282
604,0.000412557505546149,-3485.64277761282
605,0.000412557505546149,-3485.64277761282
606,0.000412557505546149,-3485.64277761282
607,0.000412557505546149,-3485.64277761282
608,0.00041335154525605,-3349.52283765147
609,0.00041335154525605,-3349.52283765147
610,0.00041335154525605,-3349.52283765147
611,0.00041335154525605,-3349.52283765147
612,0.00041335154525605,-3349.52283765147
613,0.00041335154525605,-3349.52283765147
614,0.00041335154525605,-3349.52283765147
615,0.00041335154525605,-3349.52283765147
616,0.00041335154525605,-3349.52283765147
617,0.00041335154525605,-3349.52283765147
618,0.00041335154525605,-3349.52283765147
619,0.00041335154525605,-3349.52283765147
620,0.00041335154525605,-3349.52283765147
621,0.00041335154525605,-3349.52283765147
622,0.00041335154525605,-3349.52283765147
623,0.00041335154525605,-3349.52283765147
624,0.00041335154525605,-3349.52283765147
625,0.00041335154525605,-3349.52283765147
626,0.00041335154525605,-3349.52283765147
627,0.00041335154525605,-3349.52283765147
628,0.00041335154525605,-3349.52283765147
629,0.00041335154525605,-3349.52283765147
630,0.00041335154525605,-3349.52283765147
631,0.00041335154525605,-3349.52283765147
632,0.00041335154525605,-3349.52283765147
633,0.00041335154525605,-3349.52283765147
634,0.00041335154525605,-3349.52283765147
635,0.00041335154525605,-3349.52283765147
636,0.00041335154525605,-3349.52283765147
637,0.00041335154525605,-3349.52283765147
638,0.00041335154525605,-3349.52283765147
639,0.00041335154525605,-3349.52283765147
640,0.00041335154525605,-3349.52283765147
641,0.00041335154525605,-3349.52283765147
642,0.00041335154525605,-3349.52283765147
643,0.00041335154525605,-3349.52283765147
644,0.00041335154525605,-3349.52283765147
645,0.00041335154525605,-3349.52283765147
646,0.00041335154525605,-3349.52283765147
647,0.00041335154525605,-3349.52283765147
648,0.00041335154525605,-3349.52283765147
649,0.00041335154525605,-3349.52283765147
650,0.00041335154525605,-3349.52283765147
651,0.00041335154525605,-3349.52283765147
652,0.00041335154525605,-3349.52283765147
653,0.00041335154525605,-3349.52283765147
654,0.00041335154525605,-3349.52283765147
655,0.00041335154525605,-3349.52283765147
656,0.00041335154525605,-3349.52283765147
657,0.00041335154525605,-3349.52283765147
658,0.00041335154525605,-3349.52283765147
659,0.00041335154525605,-3349.52283765147
660,0.00041335154525605,-3349.52283765147
661,0.00041335154525605,-3349.52283765147
662,0.00041335154525605,-3349.52283765147
663,0.00041335154525605,-3349.52283765147
664,0.00041335154525605,-3349.52283765147
665,0.00041335154525605,-3349.52283765147
666,0.00041335154525605,-3349.52283765147
667,0.00041335154525605,-3349.52283765147
668,0.00041335154525605,-3349.52283765147
669,0.00041335154525605,-3349.52283765147
670,0.00041335154525605,-3349.52283765147
671,0.00041335154525605,-3349.52283765147
672,0.00041335154525605,-3349.52283765147
673,0.00041335154525605,-3349.52283765147
674,0.00041335154525605,-3349.52283765147
675,0.00041335154525605,-3349.52283765147
676,0.00041335154525605,-3349.52283765147
677,0.00041335154525605,-3349.52283765147
678,0.00041335154525605,-3349.52283765147
679,0.00041335154525605,-3349.52283765147
680,0.00041335154525605,-3349.52283765147
681,0.00041335154525605,-3349.52283765147
682,0.00041335154525605,-3349.52283765147
683,0.00041335154525605,-3349.52283765147
684,0.00041335154525605,-3349.52283765147
685,0.00041335154525605,-3349.52283765147
686,0.00041335154525605,-3349.52283765147
687,0.00041335154525605,-3349.52283765147
688,0.00041335154525605,-3349.52283765147
689,0.00041335154525605,-3349.52283765147
690,0.00041335154525605,-3349.52283765147
691,0.00041335154525605,-3349.52283765147
692,0.00041335154525605,-3349.52283765147
693,0.00041335154525605,-3349.52283765147
694,0.00041335154525605,-3349.52283765147
695,0.00041335154525605,-3349.52283765147
696,0.00041335154525605,-3349.52283765147
697,0.00041335154525605,-3349.52283765147
698,0.00041335154525605,-3349.52283765147
699,0.00041335154525605,-3349.52283765147
