date,pf_d1_1,pf_d1_2,pf_d1_3,pf_d1_4,pf_d1_5,pf_d1_6,pf_d1_7,pf_d1_8,pf_d1_9,pf_d1_10,pf_d2_1,pf_d2_2,pf_d2_3,pf_d2_4,pf_d2_5,pf_d2_6,pf_d2_7,pf_d2_8,pf_d2_9,pf_d2_10,pf_B_1,pf_B_2,pf_B_3,pf_B_4,pf_B_5,pf_B_6,pf_B_7,pf_B_8,pf_B_9,pf_B_10,mo_d1_1,mo_d1_2,mo_d1_3,mo_d1_4,mo_d1_5,mo_d1_6,mo_d1_7,mo_d1_8,mo_d1_9,mo_d1_10,mo_d2_1,mo_d2_2,mo_d2_3,mo_d2_4,mo_d2_5,mo_d2_6,mo_d2_7,mo_d2_8,mo_d2_9,mo_d2_10,mo_B_1,mo_B_2,mo_B_3,mo_B_4,mo_B_5,mo_B_6,mo_B_7,mo_B_8,mo_B_9,mo_B_10,az_d1_1,az_d1_2,az_d1_3,az_d1_4,az_d1_5,az_d1_6,az_d1_7,az_d1_8,az_d1_9,az_d1_10,az_d2_1,az_d2_2,az_d2_3,az_d2_4,az_d2_5,az_d2_6,az_d2_7,az_d2_8,az_d2_9,az_d2_10,ja_d1_1,ja_d1_2,ja_d1_3,ja_d1_4,ja_d1_5,ja_d1_6,ja_d1_7,ja_d1_8,ja_d1_9,ja_d1_10,ja_d2_1,ja_d2_2,ja_d2_3,ja_d2_4,ja_d2_5,ja_d2_6,ja_d2_7,ja_d2_8,ja_d2_9,ja_d2_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/9/2021,0,0.01598398,0.086433173,0.113273226,0.313620225,0.506091361,0.393022026,0.89066213,0.885409179,0.777824003,0,0.00342302,0.029411186,0.029806957,0.03854741,0.064477151,0.260277586,0.837712076,0.855994647,0.739953306,0,0,0,0,0,0,0,0,0,0,0,0.002459113,0.02628703,0.035076858,0.085968696,0.109037418,0.022628892,0.016581098,0.014396876,0.050475635,0,0.000451016,0.010497985,0.013649699,0.014355862,0.017145721,0.017253123,0.014259247,0.011866706,0.04441533,0,0,0,0,0,0,0,0,0,0,0,0.002360933,0.021242555,0.022523226,0.031653426,0.043399654,0.442648674,0.012649943,0.016565033,0.05089166,0,0.001676226,0.015401043,0.01568299,0.021747398,0.029680654,0.124671902,0.003026107,0.002578525,0.007649893,0,0.000916351,0.015618283,0.014444481,0.038306755,0.093905345,0.001872741,0.000140513,2.83851E-05,3.23536E-05,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/10/2021,0,0.01598398,0.086433173,0.113273226,0.313620225,0.506091361,0.393022026,0.89066213,0.885409179,0.777824003,0,0.00342302,0.029411186,0.029806957,0.03854741,0.064477151,0.260277586,0.837712076,0.855994647,0.739953306,0,0,0,0,0,0,0,0,0,0,0,0.002459113,0.02628703,0.035076858,0.085968696,0.109037418,0.022628892,0.016581098,0.014396876,0.050475635,0,0.000451016,0.010497985,0.013649699,0.014355862,0.017145721,0.017253123,0.014259247,0.011866706,0.04441533,0,0,0,0,0,0,0,0,0,0,0,0.002360933,0.021242555,0.022523226,0.031653426,0.043399654,0.442648674,0.012649943,0.016565033,0.05089166,0,0.001676226,0.015401043,0.01568299,0.021747398,0.029680654,0.124671902,0.003026107,0.002578525,0.007649893,0,0.000916351,0.015618283,0.014444481,0.038306755,0.093905345,0.001872741,0.000140513,2.83851E-05,3.23536E-05,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2021,0,0.01598398,0.086433173,0.113273226,0.313620225,0.506091361,0.393022026,0.89066213,0.885409179,0.777824003,0,0.00342302,0.029411186,0.029806957,0.03854741,0.064477151,0.260277586,0.837712076,0.855994647,0.739953306,0,0,0,0,0,0,0,0,0,0,0,0.002459113,0.02628703,0.035076858,0.085968696,0.109037418,0.022628892,0.016581098,0.014396876,0.050475635,0,0.000451016,0.010497985,0.013649699,0.014355862,0.017145721,0.017253123,0.014259247,0.011866706,0.04441533,0,0,0,0,0,0,0,0,0,0,0,0.002360933,0.021242555,0.022523226,0.031653426,0.043399654,0.442648674,0.012649943,0.016565033,0.05089166,0,0.001676226,0.015401043,0.01568299,0.021747398,0.029680654,0.124671902,0.003026107,0.002578525,0.007649893,0,0.000916351,0.015618283,0.014444481,0.038306755,0.093905345,0.001872741,0.000140513,2.83851E-05,3.23536E-05,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/12/2021,0,0.01598398,0.086433173,0.113273226,0.313620225,0.506091361,0.393022026,0.89066213,0.885409179,0.777824003,0,0.00342302,0.029411186,0.029806957,0.03854741,0.064477151,0.260277586,0.837712076,0.855994647,0.739953306,0,0,0,0,0,0,0,0,0,0,0,0.002459113,0.02628703,0.035076858,0.085968696,0.109037418,0.022628892,0.016581098,0.014396876,0.050475635,0,0.000451016,0.010497985,0.013649699,0.014355862,0.017145721,0.017253123,0.014259247,0.011866706,0.04441533,0,0,0,0,0,0,0,0,0,0,0,0.002360933,0.021242555,0.022523226,0.031653426,0.043399654,0.442648674,0.012649943,0.016565033,0.05089166,0,0.001676226,0.015401043,0.01568299,0.021747398,0.029680654,0.124671902,0.003026107,0.002578525,0.007649893,0,0.000916351,0.015618283,0.014444481,0.038306755,0.093905345,0.001872741,0.000140513,2.83851E-05,3.23536E-05,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/2021,0,0.01598398,0.086433173,0.113273226,0.313620225,0.506091361,0.393022026,0.89066213,0.885409179,0.777824003,0,0.00342302,0.029411186,0.029806957,0.03854741,0.064477151,0.260277586,0.837712076,0.855994647,0.739953306,0,0,0,0,0,0,0,0,0,0,0,0.002459113,0.02628703,0.035076858,0.085968696,0.109037418,0.022628892,0.016581098,0.014396876,0.050475635,0,0.000451016,0.010497985,0.013649699,0.014355862,0.017145721,0.017253123,0.014259247,0.011866706,0.04441533,0,0,0,0,0,0,0,0,0,0,0,0.002360933,0.021242555,0.022523226,0.031653426,0.043399654,0.442648674,0.012649943,0.016565033,0.05089166,0,0.001676226,0.015401043,0.01568299,0.021747398,0.029680654,0.124671902,0.003026107,0.002578525,0.007649893,0,0.000916351,0.015618283,0.014444481,0.038306755,0.093905345,0.001872741,0.000140513,2.83851E-05,3.23536E-05,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/14/2021,0,0.017820261,0.098714984,0.175008225,0.459546088,0.555090807,0.399760075,0.892206872,0.88643118,0.778742983,0,0.005257256,0.038886582,0.041456402,0.057911621,0.127144388,0.344012276,0.856320055,0.862670323,0.744020416,0,0,0,0,0,0,0,0,0,0,0,0.002651383,0.028884004,0.046257465,0.10955202,0.115106693,0.023459017,0.016755237,0.014531487,0.0505191,0,0.000706183,0.013832476,0.01696098,0.018742388,0.023190759,0.017849064,0.014391331,0.011950348,0.044465004,0,0,0,0,0,0,0,0,0,0,0,0.00237883,0.021313712,0.022570743,0.031691411,0.043455554,0.443738043,0.012781436,0.016827721,0.05162436,0,0.001965654,0.01776441,0.018152987,0.025397209,0.034862953,0.165682468,0.00453531,0.00420301,0.012617356,0,0.001047769,0.01678945,0.01523416,0.038882926,0.094198919,0.001936072,0.000153271,3.68188E-05,3.23536E-05,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/2021,0,0.017820261,0.098714984,0.175008225,0.459546088,0.555090807,0.399760075,0.892206872,0.88643118,0.778742983,0,0.005257256,0.038886582,0.041456402,0.057911621,0.127144388,0.344012276,0.856320055,0.862670323,0.744020416,0,0,0,0,0,0,0,0,0,0,0,0.002651383,0.028884004,0.046257465,0.10955202,0.115106693,0.023459017,0.016755237,0.014531487,0.0505191,0,0.000706183,0.013832476,0.01696098,0.018742388,0.023190759,0.017849064,0.014391331,0.011950348,0.044465004,0,0,0,0,0,0,0,0,0,0,0,0.00237883,0.021313712,0.022570743,0.031691411,0.043455554,0.443738043,0.012781436,0.016827721,0.05162436,0,0.001965654,0.01776441,0.018152987,0.025397209,0.034862953,0.165682468,0.00453531,0.00420301,0.012617356,0,0.001047769,0.01678945,0.01523416,0.038882926,0.094198919,0.001936072,0.000153271,3.68188E-05,3.23536E-05,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/16/2021,0,0.017820261,0.098714984,0.175008225,0.459546088,0.555090807,0.399760075,0.892206872,0.88643118,0.778742983,0,0.005257256,0.038886582,0.041456402,0.057911621,0.127144388,0.344012276,0.856320055,0.862670323,0.744020416,0,0,0,0,0,0,0,0,0,0,0,0.002651383,0.028884004,0.046257465,0.10955202,0.115106693,0.023459017,0.016755237,0.014531487,0.0505191,0,0.000706183,0.013832476,0.01696098,0.018742388,0.023190759,0.017849064,0.014391331,0.011950348,0.044465004,0,0,0,0,0,0,0,0,0,0,0,0.00237883,0.021313712,0.022570743,0.031691411,0.043455554,0.443738043,0.012781436,0.016827721,0.05162436,0,0.001965654,0.01776441,0.018152987,0.025397209,0.034862953,0.165682468,0.00453531,0.00420301,0.012617356,0,0.001047769,0.01678945,0.01523416,0.038882926,0.094198919,0.001936072,0.000153271,3.68188E-05,3.23536E-05,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/2021,0,0.017820261,0.098714984,0.175008225,0.459546088,0.555090807,0.399760075,0.892206872,0.88643118,0.778742983,0,0.005257256,0.038886582,0.041456402,0.057911621,0.127144388,0.344012276,0.856320055,0.862670323,0.744020416,0,0,0,0,0,0,0,0,0,0,0,0.002651383,0.028884004,0.046257465,0.10955202,0.115106693,0.023459017,0.016755237,0.014531487,0.0505191,0,0.000706183,0.013832476,0.01696098,0.018742388,0.023190759,0.017849064,0.014391331,0.011950348,0.044465004,0,0,0,0,0,0,0,0,0,0,0,0.00237883,0.021313712,0.022570743,0.031691411,0.043455554,0.443738043,0.012781436,0.016827721,0.05162436,0,0.001965654,0.01776441,0.018152987,0.025397209,0.034862953,0.165682468,0.00453531,0.00420301,0.012617356,0,0.001047769,0.01678945,0.01523416,0.038882926,0.094198919,0.001936072,0.000153271,3.68188E-05,3.23536E-05,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2021,0,0.017820261,0.098714984,0.175008225,0.459546088,0.555090807,0.399760075,0.892206872,0.88643118,0.778742983,0,0.005257256,0.038886582,0.041456402,0.057911621,0.127144388,0.344012276,0.856320055,0.862670323,0.744020416,0,0,0,0,0,0,0,0,0,0,0,0.002651383,0.028884004,0.046257465,0.10955202,0.115106693,0.023459017,0.016755237,0.014531487,0.0505191,0,0.000706183,0.013832476,0.01696098,0.018742388,0.023190759,0.017849064,0.014391331,0.011950348,0.044465004,0,0,0,0,0,0,0,0,0,0,0,0.00237883,0.021313712,0.022570743,0.031691411,0.043455554,0.443738043,0.012781436,0.016827721,0.05162436,0,0.001965654,0.01776441,0.018152987,0.025397209,0.034862953,0.165682468,0.00453531,0.00420301,0.012617356,0,0.001047769,0.01678945,0.01523416,0.038882926,0.094198919,0.001936072,0.000153271,3.68188E-05,3.23536E-05,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/19/2021,0,0.017820261,0.098714984,0.175008225,0.459546088,0.555090807,0.399760075,0.892206872,0.88643118,0.778742983,0,0.005257256,0.038886582,0.041456402,0.057911621,0.127144388,0.344012276,0.856320055,0.862670323,0.744020416,0,0,0,0,0,0,0,0,0,0,0,0.002651383,0.028884004,0.046257465,0.10955202,0.115106693,0.023459017,0.016755237,0.014531487,0.0505191,0,0.000706183,0.013832476,0.01696098,0.018742388,0.023190759,0.017849064,0.014391331,0.011950348,0.044465004,0,0,0,0,0,0,0,0,0,0,0,0.00237883,0.021313712,0.022570743,0.031691411,0.043455554,0.443738043,0.012781436,0.016827721,0.05162436,0,0.001965654,0.01776441,0.018152987,0.025397209,0.034862953,0.165682468,0.00453531,0.00420301,0.012617356,0,0.001047769,0.01678945,0.01523416,0.038882926,0.094198919,0.001936072,0.000153271,3.68188E-05,3.23536E-05,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/20/2021,0,0.017820261,0.098714984,0.175008225,0.459546088,0.555090807,0.399760075,0.892206872,0.88643118,0.778742983,0,0.005257256,0.038886582,0.041456402,0.057911621,0.127144388,0.344012276,0.856320055,0.862670323,0.744020416,0,0,0,0,0,0,0,0,0,0,0,0.002651383,0.028884004,0.046257465,0.10955202,0.115106693,0.023459017,0.016755237,0.014531487,0.0505191,0,0.000706183,0.013832476,0.01696098,0.018742388,0.023190759,0.017849064,0.014391331,0.011950348,0.044465004,0,0,0,0,0,0,0,0,0,0,0,0.00237883,0.021313712,0.022570743,0.031691411,0.043455554,0.443738043,0.012781436,0.016827721,0.05162436,0,0.001965654,0.01776441,0.018152987,0.025397209,0.034862953,0.165682468,0.00453531,0.00420301,0.012617356,0,0.001047769,0.01678945,0.01523416,0.038882926,0.094198919,0.001936072,0.000153271,3.68188E-05,3.23536E-05,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/21/2021,0,0.024735335,0.139156706,0.34810218,0.522542028,0.5721732,0.409523389,0.893556744,0.887389142,0.780475386,0,0.008309542,0.054359228,0.059667315,0.089609597,0.202003729,0.36094237,0.861024766,0.865584723,0.746044657,0,0,0,0,0,0,0,0,0,0,0,0.002993481,0.031213807,0.05858935,0.114140193,0.116307961,0.024118288,0.016863629,0.014613822,0.050717798,0,0.001124984,0.017596589,0.02112169,0.024775855,0.038085618,0.018839565,0.014664978,0.01216076,0.044719587,0,0,0,0,0,0,0,0,0,0,0,0.002388546,0.021340115,0.022598801,0.031733616,0.043516145,0.444704852,0.012908782,0.017028985,0.052319805,0,0.002042358,0.01856637,0.01930698,0.027174986,0.037437098,0.237223153,0.007332193,0.006795911,0.020161691,0,0.005620319,0.03624102,0.019896271,0.041227643,0.095301833,0.002319177,0.000311873,0.000108699,6.96095E-05,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/22/2021,0,0.024735335,0.139156706,0.34810218,0.522542028,0.5721732,0.409523389,0.893556744,0.887389142,0.780475386,0,0.008309542,0.054359228,0.059667315,0.089609597,0.202003729,0.36094237,0.861024766,0.865584723,0.746044657,0,0,0,0,0,0,0,0,0,0,0,0.002993481,0.031213807,0.05858935,0.114140193,0.116307961,0.024118288,0.016863629,0.014613822,0.050717798,0,0.001124984,0.017596589,0.02112169,0.024775855,0.038085618,0.018839565,0.014664978,0.01216076,0.044719587,0,0,0,0,0,0,0,0,0,0,0,0.002388546,0.021340115,0.022598801,0.031733616,0.043516145,0.444704852,0.012908782,0.017028985,0.052319805,0,0.002042358,0.01856637,0.01930698,0.027174986,0.037437098,0.237223153,0.007332193,0.006795911,0.020161691,0,0.005620319,0.03624102,0.019896271,0.041227643,0.095301833,0.002319177,0.000311873,0.000108699,6.96095E-05,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/2021,0,0.024735335,0.139156706,0.34810218,0.522542028,0.5721732,0.409523389,0.893556744,0.887389142,0.780475386,0,0.008309542,0.054359228,0.059667315,0.089609597,0.202003729,0.36094237,0.861024766,0.865584723,0.746044657,0,0,0,0,0,0,0,0,0,0,0,0.002993481,0.031213807,0.05858935,0.114140193,0.116307961,0.024118288,0.016863629,0.014613822,0.050717798,0,0.001124984,0.017596589,0.02112169,0.024775855,0.038085618,0.018839565,0.014664978,0.01216076,0.044719587,0,0,0,0,0,0,0,0,0,0,0,0.002388546,0.021340115,0.022598801,0.031733616,0.043516145,0.444704852,0.012908782,0.017028985,0.052319805,0,0.002042358,0.01856637,0.01930698,0.027174986,0.037437098,0.237223153,0.007332193,0.006795911,0.020161691,0,0.005620319,0.03624102,0.019896271,0.041227643,0.095301833,0.002319177,0.000311873,0.000108699,6.96095E-05,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/24/2021,0,0.024735335,0.139156706,0.34810218,0.522542028,0.5721732,0.409523389,0.893556744,0.887389142,0.780475386,0,0.008309542,0.054359228,0.059667315,0.089609597,0.202003729,0.36094237,0.861024766,0.865584723,0.746044657,0,0,0,0,0,0,0,0,0,0,0,0.002993481,0.031213807,0.05858935,0.114140193,0.116307961,0.024118288,0.016863629,0.014613822,0.050717798,0,0.001124984,0.017596589,0.02112169,0.024775855,0.038085618,0.018839565,0.014664978,0.01216076,0.044719587,0,0,0,0,0,0,0,0,0,0,0,0.002388546,0.021340115,0.022598801,0.031733616,0.043516145,0.444704852,0.012908782,0.017028985,0.052319805,0,0.002042358,0.01856637,0.01930698,0.027174986,0.037437098,0.237223153,0.007332193,0.006795911,0.020161691,0,0.005620319,0.03624102,0.019896271,0.041227643,0.095301833,0.002319177,0.000311873,0.000108699,6.96095E-05,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2021,0,0.024735335,0.139156706,0.34810218,0.522542028,0.5721732,0.409523389,0.893556744,0.887389142,0.780475386,0,0.008309542,0.054359228,0.059667315,0.089609597,0.202003729,0.36094237,0.861024766,0.865584723,0.746044657,0,0,0,0,0,0,0,0,0,0,0,0.002993481,0.031213807,0.05858935,0.114140193,0.116307961,0.024118288,0.016863629,0.014613822,0.050717798,0,0.001124984,0.017596589,0.02112169,0.024775855,0.038085618,0.018839565,0.014664978,0.01216076,0.044719587,0,0,0,0,0,0,0,0,0,0,0,0.002388546,0.021340115,0.022598801,0.031733616,0.043516145,0.444704852,0.012908782,0.017028985,0.052319805,0,0.002042358,0.01856637,0.01930698,0.027174986,0.037437098,0.237223153,0.007332193,0.006795911,0.020161691,0,0.005620319,0.03624102,0.019896271,0.041227643,0.095301833,0.002319177,0.000311873,0.000108699,6.96095E-05,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2021,0,0.024735335,0.139156706,0.34810218,0.522542028,0.5721732,0.409523389,0.893556744,0.887389142,0.780475386,0,0.008309542,0.054359228,0.059667315,0.089609597,0.202003729,0.36094237,0.861024766,0.865584723,0.746044657,0,0,0,0,0,0,0,0,0,0,0,0.002993481,0.031213807,0.05858935,0.114140193,0.116307961,0.024118288,0.016863629,0.014613822,0.050717798,0,0.001124984,0.017596589,0.02112169,0.024775855,0.038085618,0.018839565,0.014664978,0.01216076,0.044719587,0,0,0,0,0,0,0,0,0,0,0,0.002388546,0.021340115,0.022598801,0.031733616,0.043516145,0.444704852,0.012908782,0.017028985,0.052319805,0,0.002042358,0.01856637,0.01930698,0.027174986,0.037437098,0.237223153,0.007332193,0.006795911,0.020161691,0,0.005620319,0.03624102,0.019896271,0.041227643,0.095301833,0.002319177,0.000311873,0.000108699,6.96095E-05,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/27/2021,0,0.024735335,0.139156706,0.34810218,0.522542028,0.5721732,0.409523389,0.893556744,0.887389142,0.780475386,0,0.008309542,0.054359228,0.059667315,0.089609597,0.202003729,0.36094237,0.861024766,0.865584723,0.746044657,0,0,0,0,0,0,0,0,0,0,0,0.002993481,0.031213807,0.05858935,0.114140193,0.116307961,0.024118288,0.016863629,0.014613822,0.050717798,0,0.001124984,0.017596589,0.02112169,0.024775855,0.038085618,0.018839565,0.014664978,0.01216076,0.044719587,0,0,0,0,0,0,0,0,0,0,0,0.002388546,0.021340115,0.022598801,0.031733616,0.043516145,0.444704852,0.012908782,0.017028985,0.052319805,0,0.002042358,0.01856637,0.01930698,0.027174986,0.037437098,0.237223153,0.007332193,0.006795911,0.020161691,0,0.005620319,0.03624102,0.019896271,0.041227643,0.095301833,0.002319177,0.000311873,0.000108699,6.96095E-05,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/28/2021,0,0.049513112,0.293846922,0.471752291,0.554765224,0.583000245,0.415090514,0.895307017,0.888443815,0.781779345,0,0.010548772,0.064058833,0.070485885,0.108312594,0.269647254,0.366805188,0.86307297,0.866839353,0.746839452,0,0,0,0,0,0,0,0,0,0,0,0.003507905,0.038331654,0.06370267,0.115665677,0.116784481,0.024357484,0.016947737,0.014658257,0.050804729,0,0.001590319,0.020951666,0.024761067,0.030428069,0.062004643,0.019753523,0.01500911,0.01241822,0.045030053,0,0,0,0,0,0,0,0,0,0,0,0.002392126,0.021355331,0.022621881,0.031759408,0.043554454,0.445778274,0.013017767,0.017249852,0.053021459,0,0.002092471,0.018987489,0.019862707,0.028059888,0.038787302,0.319863918,0.009807452,0.009992603,0.029916547,0,0.014236675,0.070101027,0.029558133,0.045738876,0.097405478,0.003088706,0.000680608,0.000303428,0.000175168,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2021,0,0.049513112,0.293846922,0.471752291,0.554765224,0.583000245,0.415090514,0.895307017,0.888443815,0.781779345,0,0.010548772,0.064058833,0.070485885,0.108312594,0.269647254,0.366805188,0.86307297,0.866839353,0.746839452,0,0,0,0,0,0,0,0,0,0,0,0.003507905,0.038331654,0.06370267,0.115665677,0.116784481,0.024357484,0.016947737,0.014658257,0.050804729,0,0.001590319,0.020951666,0.024761067,0.030428069,0.062004643,0.019753523,0.01500911,0.01241822,0.045030053,0,0,0,0,0,0,0,0,0,0,0,0.002392126,0.021355331,0.022621881,0.031759408,0.043554454,0.445778274,0.013017767,0.017249852,0.053021459,0,0.002092471,0.018987489,0.019862707,0.028059888,0.038787302,0.319863918,0.009807452,0.009992603,0.029916547,0,0.014236675,0.070101027,0.029558133,0.045738876,0.097405478,0.003088706,0.000680608,0.000303428,0.000175168,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2021,0,0.049513112,0.293846922,0.471752291,0.554765224,0.583000245,0.415090514,0.895307017,0.888443815,0.781779345,0,0.010548772,0.064058833,0.070485885,0.108312594,0.269647254,0.366805188,0.86307297,0.866839353,0.746839452,0,0,0,0,0,0,0,0,0,0,0,0.003507905,0.038331654,0.06370267,0.115665677,0.116784481,0.024357484,0.016947737,0.014658257,0.050804729,0,0.001590319,0.020951666,0.024761067,0.030428069,0.062004643,0.019753523,0.01500911,0.01241822,0.045030053,0,0,0,0,0,0,0,0,0,0,0,0.002392126,0.021355331,0.022621881,0.031759408,0.043554454,0.445778274,0.013017767,0.017249852,0.053021459,0,0.002092471,0.018987489,0.019862707,0.028059888,0.038787302,0.319863918,0.009807452,0.009992603,0.029916547,0,0.014236675,0.070101027,0.029558133,0.045738876,0.097405478,0.003088706,0.000680608,0.000303428,0.000175168,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2021,0,0.049513112,0.293846922,0.471752291,0.554765224,0.583000245,0.415090514,0.895307017,0.888443815,0.781779345,0,0.010548772,0.064058833,0.070485885,0.108312594,0.269647254,0.366805188,0.86307297,0.866839353,0.746839452,0,0,0,0,0,0,0,0,0,0,0,0.003507905,0.038331654,0.06370267,0.115665677,0.116784481,0.024357484,0.016947737,0.014658257,0.050804729,0,0.001590319,0.020951666,0.024761067,0.030428069,0.062004643,0.019753523,0.01500911,0.01241822,0.045030053,0,0,0,0,0,0,0,0,0,0,0,0.002392126,0.021355331,0.022621881,0.031759408,0.043554454,0.445778274,0.013017767,0.017249852,0.053021459,0,0.002092471,0.018987489,0.019862707,0.028059888,0.038787302,0.319863918,0.009807452,0.009992603,0.029916547,0,0.014236675,0.070101027,0.029558133,0.045738876,0.097405478,0.003088706,0.000680608,0.000303428,0.000175168,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2021,0,0.049513112,0.293846922,0.471752291,0.554765224,0.583000245,0.415090514,0.895307017,0.888443815,0.781779345,0,0.010548772,0.064058833,0.070485885,0.108312594,0.269647254,0.366805188,0.86307297,0.866839353,0.746839452,0,0,0,0,0,0,0,0,0,0,0,0.003507905,0.038331654,0.06370267,0.115665677,0.116784481,0.024357484,0.016947737,0.014658257,0.050804729,0,0.001590319,0.020951666,0.024761067,0.030428069,0.062004643,0.019753523,0.01500911,0.01241822,0.045030053,0,0,0,0,0,0,0,0,0,0,0,0.002392126,0.021355331,0.022621881,0.031759408,0.043554454,0.445778274,0.013017767,0.017249852,0.053021459,0,0.002092471,0.018987489,0.019862707,0.028059888,0.038787302,0.319863918,0.009807452,0.009992603,0.029916547,0,0.014236675,0.070101027,0.029558133,0.045738876,0.097405478,0.003088706,0.000680608,0.000303428,0.000175168,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2021,0,0.049513112,0.293846922,0.471752291,0.554765224,0.583000245,0.415090514,0.895307017,0.888443815,0.781779345,0,0.010548772,0.064058833,0.070485885,0.108312594,0.269647254,0.366805188,0.86307297,0.866839353,0.746839452,0,0,0,0,0,0,0,0,0,0,0,0.003507905,0.038331654,0.06370267,0.115665677,0.116784481,0.024357484,0.016947737,0.014658257,0.050804729,0,0.001590319,0.020951666,0.024761067,0.030428069,0.062004643,0.019753523,0.01500911,0.01241822,0.045030053,0,0,0,0,0,0,0,0,0,0,0,0.002392126,0.021355331,0.022621881,0.031759408,0.043554454,0.445778274,0.013017767,0.017249852,0.053021459,0,0.002092471,0.018987489,0.019862707,0.028059888,0.038787302,0.319863918,0.009807452,0.009992603,0.029916547,0,0.014236675,0.070101027,0.029558133,0.045738876,0.097405478,0.003088706,0.000680608,0.000303428,0.000175168,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2021,0,0.049513112,0.293846922,0.471752291,0.554765224,0.583000245,0.415090514,0.895307017,0.888443815,0.781779345,0,0.010548772,0.064058833,0.070485885,0.108312594,0.269647254,0.366805188,0.86307297,0.866839353,0.746839452,0,0,0,0,0,0,0,0,0,0,0,0.003507905,0.038331654,0.06370267,0.115665677,0.116784481,0.024357484,0.016947737,0.014658257,0.050804729,0,0.001590319,0.020951666,0.024761067,0.030428069,0.062004643,0.019753523,0.01500911,0.01241822,0.045030053,0,0,0,0,0,0,0,0,0,0,0,0.002392126,0.021355331,0.022621881,0.031759408,0.043554454,0.445778274,0.013017767,0.017249852,0.053021459,0,0.002092471,0.018987489,0.019862707,0.028059888,0.038787302,0.319863918,0.009807452,0.009992603,0.029916547,0,0.014236675,0.070101027,0.029558133,0.045738876,0.097405478,0.003088706,0.000680608,0.000303428,0.000175168,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
