sample,epiweek,value,origin_date,scenario_id,target_end_date,horizon,location,target_variable
84,33,1965.7067883022098,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,34,2218.012312052166,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,35,2627.147402788048,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,36,3280.5551185187746,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,37,4334.23672687054,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,38,6029.3440789103015,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,39,8656.135093985366,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,40,12811.6923691642,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,41,19489.76063424584,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,42,30365.274638599207,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,43,48101.612085466026,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,44,76712.31762788934,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,45,121283.37479131913,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,46,185733.23220204073,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,47,266899.61252669815,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,48,347181.20015884796,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,49,396055.6245936841,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,50,390436.7325165346,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,51,336035.44275055826,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,52,260388.7454607337,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,1,189074.72563412428,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,2,133759.47989504068,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,3,95229.2419881279,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,4,69892.6534319607,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,5,53730.438690488794,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,6,43641.87571339274,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,7,37552.1392587306,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,8,34161.065009292346,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,9,32676.39675449551,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,10,32614.506612436795,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,11,33665.19859610094,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,12,35600.60424446725,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,13,38212.604220119945,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,14,41271.20655679286,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,15,44499.8520883597,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,16,47582.07372402395,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,17,50198.91334048819,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,18,52059.57066981408,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,19,52953.23107526239,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
84,20,52790.08348305727,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,21,4064.4823921839966,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,22,6926.790082742378,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,23,15435.640698827869,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,24,37412.13917216249,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,25,86877.93877017187,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,26,171585.43646934145,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,27,258755.75172053187,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,28,289023.9699444362,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,29,253870.5699674706,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,30,191646.6502644797,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,31,134086.2950629207,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,32,92010.97946619622,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,33,64951.80590605444,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,34,49149.07990204137,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,35,41485.10289743302,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,36,40589.02012098744,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,37,47547.18484344575,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,38,66702.35119808218,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,39,105810.75338206367,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,40,174165.3328023289,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,41,264973.1306266165,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,42,339437.98707441665,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,43,358048.087051553,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,44,321968.10188625474,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,45,260818.21903804436,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,46,201211.21665161467,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,47,155457.2700784602,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,48,125683.44048387208,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,49,110242.82423425655,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,50,107478.93159406005,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,51,116994.77985846277,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,52,139081.3207822681,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,1,172178.6468903562,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,2,209315.24279977995,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,3,238212.77241798842,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,4,248321.11223969972,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,5,238038.09726048232,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,6,214002.7185599495,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,7,185175.78235328235,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,8,158325.5139767077,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,9,136930.6545428367,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,10,122032.28721974617,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,11,113390.96294501906,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,12,110234.53770054654,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,13,111528.43785650353,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,14,115943.05186353908,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,15,121762.33957637037,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,16,127001.76968229684,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,17,129876.49750881313,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,18,129327.13891601189,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,19,125325.44474384324,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
85,20,118740.07045623148,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,21,3615.968752667447,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,22,3626.789923781691,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,23,3656.0997445549565,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,24,3689.267369076595,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,25,3726.0743781741803,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,26,3777.26705658398,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,27,3858.8961396251398,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,28,3991.25641333497,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,29,4200.101418486584,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,30,4519.838488247648,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,31,4995.269676878329,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,32,5702.6075167905965,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,33,6757.372968064755,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,34,8352.176823679509,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,35,10802.998892964315,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,36,14662.291546989565,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,37,20924.041754908143,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,38,31114.826803605993,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,39,47121.61304289989,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,40,72015.81652134948,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,41,109530.29911462481,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,42,162378.67453310994,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,43,228621.67369500382,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,44,296366.6655121375,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,45,344698.17039229267,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,46,355539.1608542608,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,47,327466.8682069437,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,48,275447.214628533,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,49,218172.88859244244,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,50,167966.76631979822,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,51,129305.87302428414,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,52,101848.24727905594,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,1,83474.8755730401,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,2,71960.62350198788,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,3,65581.84394051883,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,4,63184.31137391119,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,5,64071.3558997422,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,6,67845.61212724599,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,7,74237.9328861966,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,8,82921.41159199165,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,9,93316.02645007441,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,10,104427.91838291573,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,11,114814.37608918292,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,12,122771.5446225919,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,13,126752.9317178129,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,14,125862.3837473564,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,15,120159.16575801678,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,16,110597.48814687041,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,17,98651.23004188655,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,18,85846.9792257573,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,19,73418.914417645,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
86,20,62167.90999552667,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,21,3384.7941135532697,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,22,2832.110460543208,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,23,2331.1265899734713,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,24,1914.0571454484473,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,25,1573.1220172841333,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,26,1298.945237004401,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,27,1082.155487215452,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,28,913.8905173218734,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,29,786.2627290028422,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,30,692.7185904132627,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,31,628.2976432804688,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,32,589.5632095490421,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,33,575.1949986756574,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,34,586.8281797984397,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,35,629.4245359709348,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,36,712.478995146508,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,37,854.297868323278,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,38,1080.8319203357037,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,39,1414.48081696158,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,40,1912.2830453644308,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,41,2668.1855670184927,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,42,3837.16018566809,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,43,5678.042348206437,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,44,8627.825010428582,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,45,13410.685478242129,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,46,21227.730993401183,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,47,34022.95308120055,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,48,54776.225192784565,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,49,87552.3265197954,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,50,136588.36284142276,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,51,203304.01961390508,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,52,280635.6333497987,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,1,348716.2317697166,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,2,381295.42870334914,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,3,364488.1259159052,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,4,308576.2551331039,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,5,237822.5321030696,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,6,172487.68314146355,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,7,121477.81444225684,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,8,85237.97039898513,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,9,60730.49106709129,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,10,44491.42897365079,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,11,33752.08487527396,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,12,26582.908146684073,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,13,21719.275130761147,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,14,18351.97627666784,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,15,15964.556741587316,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,16,14224.191085434935,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,17,12913.12994446071,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,18,11886.956934853932,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,19,11049.450952900153,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
87,20,10337.323917894024,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,21,3452.979843919304,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,22,3083.5964207531824,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,23,2722.470893366211,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,24,2391.3878283605404,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,25,2098.543023362116,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,26,1848.0570067660374,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,27,1640.9462727213013,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,28,1476.3732201275875,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,29,1352.804587934808,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,30,1269.0444488690443,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,31,1225.1083744734508,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,32,1222.2796549778575,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,33,1268.2920520817804,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,34,1375.7743580780555,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,35,1567.0498262440155,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,36,1882.2852035678607,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,37,2392.11254871459,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,38,3200.190366705329,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,39,4425.264620542475,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,40,6311.878954438892,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,41,9277.187303827657,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,42,14035.160728309695,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,43,21745.69674517398,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,44,34337.184803438504,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,45,54851.34553651991,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,46,87581.18287678744,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,47,137295.01538779776,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,48,206220.01361670718,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,49,287638.57427002565,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,50,360315.37722774415,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,51,395279.80599894514,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,52,377302.86265436275,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,1,318203.74683640525,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,2,244577.64458073102,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,3,177710.70217643262,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,4,126303.39044758612,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,5,90276.63756757438,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,6,66227.92759399011,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,7,50535.452127389784,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,8,40396.0372675134,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,9,33896.411160511496,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,10,29800.073567919233,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,11,27320.721663127217,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,12,25952.26401764574,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,13,25355.811534132426,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,14,25288.68660890846,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,15,25561.934083642558,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,16,26017.18003641987,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,17,26516.946954009025,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,18,26944.11091802092,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,19,27206.59683684252,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
88,20,27243.478352351514,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,21,3480.2300525829583,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,22,3193.955529943414,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,23,2926.665413652406,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,24,2680.2708503559616,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,25,2458.5016640042923,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,26,2266.8700884135314,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,27,2110.2803172469844,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,28,1992.9839821360652,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,29,1919.3268989436228,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,30,1894.7661543550732,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,31,1925.7266475499741,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,32,2028.1887829280931,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,33,2225.807977647255,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,34,2559.8670967076646,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,35,3099.0668240262958,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,36,3966.367594164091,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,37,5389.748939144048,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,38,7728.107628057682,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,39,11446.601167573992,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,40,17457.15023348672,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,41,27327.645114876734,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,42,43641.88799511971,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,43,70394.89234479003,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,44,113012.46070270395,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,45,176470.17475636874,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,46,259862.32674590053,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,47,347527.46971062024,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,48,407708.1095188833,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,49,412110.7862401197,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,50,361628.3249710584,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,51,283848.80198851204,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,52,207577.5189446692,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,1,147278.22556689012,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,2,104907.66749680883,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,3,76996.40035815434,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,4,59270.16393241757,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,5,48346.221887767,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,6,41948.838491042625,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,7,38665.027006590295,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,8,37657.72006221401,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,9,38443.9851366888,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,10,40738.300043449024,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,11,44337.853374424834,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,12,49031.46403055703,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,13,54526.03161061029,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,14,60394.12762815247,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,15,66056.0887524368,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,16,70854.26344787634,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,17,74185.37790201421,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,18,75602.9220880138,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,19,74919.69451278244,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
89,20,72259.32820567794,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
9,21,3481.127547654225,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
9,22,3326.5486347512224,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
9,23,3309.6373758263717,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
9,24,3372.0313602203773,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
9,25,3489.3452735646542,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
9,26,3658.3748263861216,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
9,27,3890.2764900816974,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
9,28,4208.981464086774,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
9,29,4653.344911122192,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
9,30,5283.669050031389,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
9,31,6189.026598431324,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
9,32,7528.308598462183,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
9,33,9556.514160824072,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
9,34,12717.80111241056,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
9,35,17804.07379920288,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
9,36,26269.640262898072,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
