date,pf_d1_1,pf_d1_2,pf_d1_3,pf_d1_4,pf_d1_5,pf_d1_6,pf_d1_7,pf_d1_8,pf_d1_9,pf_d1_10,pf_d2_1,pf_d2_2,pf_d2_3,pf_d2_4,pf_d2_5,pf_d2_6,pf_d2_7,pf_d2_8,pf_d2_9,pf_d2_10,mo_d1_1,mo_d1_2,mo_d1_3,mo_d1_4,mo_d1_5,mo_d1_6,mo_d1_7,mo_d1_8,mo_d1_9,mo_d1_10,mo_d2_1,mo_d2_2,mo_d2_3,mo_d2_4,mo_d2_5,mo_d2_6,mo_d2_7,mo_d2_8,mo_d2_9,mo_d2_10,az_d1_1,az_d1_2,az_d1_3,az_d1_4,az_d1_5,az_d1_6,az_d1_7,az_d1_8,az_d1_9,az_d1_10,az_d2_1,az_d2_2,az_d2_3,az_d2_4,az_d2_5,az_d2_6,az_d2_7,az_d2_8,az_d2_9,az_d2_10
04/01/2021,0,0.004224968,0.004223369,0.004216986,0.004713139,0.004151044,0.002047896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/01/2021,0,0.004224968,0.004223369,0.004216986,0.004713139,0.004151044,0.002047896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/01/2021,0,0.004224968,0.004223369,0.004216986,0.004713139,0.004151044,0.002047896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/01/2021,0,0.004224968,0.004223369,0.004216986,0.004713139,0.004151044,0.002047896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/01/2021,0,0.004224968,0.004223369,0.004216986,0.004713139,0.004151044,0.002047896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/01/2021,0,0.004224968,0.004223369,0.004216986,0.004713139,0.004151044,0.002047896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/01/2021,0,0.004224968,0.004223369,0.004216986,0.004713139,0.004151044,0.002047896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/01/2021,0,0.008341474,0.008338317,0.008325716,0.009305283,0.008195523,0.00404322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/01/2021,0,0.008341474,0.008338317,0.008325716,0.009305283,0.008195523,0.00404322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/01/2021,0,0.008341474,0.008338317,0.008325716,0.009305283,0.008195523,0.00404322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/01/2021,0,0.008341474,0.008338317,0.008325716,0.009305283,0.008195523,0.00404322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/01/2021,0,0.008341474,0.008338317,0.008325716,0.009305283,0.008195523,0.00404322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/01/2021,0,0.008341474,0.008338317,0.008325716,0.009305283,0.008195523,0.00404322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/01/2021,0,0.008341474,0.008338317,0.008325716,0.009305283,0.008195523,0.00404322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/01/2021,0,0.015232147,0.015226383,0.015203371,0.016992134,0.01496563,0.007383217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000207698,0.001036919,0.001158919,0.001020705,0.000503559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/01/2021,0,0.015232147,0.015226383,0.015203371,0.016992134,0.01496563,0.007383217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000207698,0.001036919,0.001158919,0.001020705,0.000503559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/01/2021,0,0.015232147,0.015226383,0.015203371,0.016992134,0.01496563,0.007383217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000207698,0.001036919,0.001158919,0.001020705,0.000503559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/01/2021,0,0.015232147,0.015226383,0.015203371,0.016992134,0.01496563,0.007383217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000207698,0.001036919,0.001158919,0.001020705,0.000503559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/01/2021,0,0.015232147,0.015226383,0.015203371,0.016992134,0.01496563,0.007383217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000207698,0.001036919,0.001158919,0.001020705,0.000503559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/01/2021,0,0.015232147,0.015226383,0.015203371,0.016992134,0.01496563,0.007383217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000207698,0.001036919,0.001158919,0.001020705,0.000503559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/01/2021,0,0.015232147,0.015226383,0.015203371,0.016992134,0.01496563,0.007383217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000207698,0.001036919,0.001158919,0.001020705,0.000503559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/01/2021,0,0.019815986,0.019808487,0.019778551,0.022105608,0.019469265,0.009825997,0.000341757,0.081244735,0.449686285,0,0,0,0,0,0,0,0,0,0,0,0,0.000207698,0.001036919,0.001158919,0.001020705,0.000503559,0,0.00287575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/01/2021,0,0.019815986,0.019808487,0.019778551,0.022105608,0.019469265,0.009825997,0.000341757,0.081244735,0.449686285,0,0,0,0,0,0,0,0,0,0,0,0,0.000207698,0.001036919,0.001158919,0.001020705,0.000503559,0,0.00287575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27/01/2021,0,0.019815986,0.019808487,0.019778551,0.022105608,0.019469265,0.009825997,0.000341757,0.081244735,0.449686285,0,0,0,0,0,0,0,0,0,0,0,0,0.000207698,0.001036919,0.001158919,0.001020705,0.000503559,0,0.00287575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/01/2021,0,0.019815986,0.019808487,0.019778551,0.022105608,0.019469265,0.009825997,0.000341757,0.081244735,0.449686285,0,0,0,0,0,0,0,0,0,0,0,0,0.000207698,0.001036919,0.001158919,0.001020705,0.000503559,0,0.00287575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/01/2021,0,0.019815986,0.019808487,0.019778551,0.022105608,0.019469265,0.009825997,0.000341757,0.081244735,0.449686285,0,0,0,0,0,0,0,0,0,0,0,0,0.000207698,0.001036919,0.001158919,0.001020705,0.000503559,0,0.00287575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/01/2021,0,0.019815986,0.019808487,0.019778551,0.022105608,0.019469265,0.009825997,0.000341757,0.081244735,0.449686285,0,0,0,0,0,0,0,0,0,0,0,0,0.000207698,0.001036919,0.001158919,0.001020705,0.000503559,0,0.00287575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/01/2021,0,0.019815986,0.019808487,0.019778551,0.022105608,0.019469265,0.009825997,0.000341757,0.081244735,0.449686285,0,0,0,0,0,0,0,0,0,0,0,0,0.000207698,0.001036919,0.001158919,0.001020705,0.000503559,0,0.00287575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/2021,0,0.019815986,0.019808487,0.019778551,0.022105608,0.019469265,0.011620554,0.003117708,0.179104191,0.464009222,0,0,0,0,0,0,0,0,0,0,0,0,0.000378397,0.001889124,0.00211139,0.001859583,0.000917416,0,0.028193621,0.012683123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
