survey	contact_type	part_age	cont_age	m_est
June 2020	all	[10,20)	[30,40)	1.279934206132849
June 2020	all	[10,20)	[40,50)	1.6892236089863777
June 2020	all	[10,20)	[50,60)	1.1373044721700252
June 2020	all	[10,20)	[60,70)	0.48508811625933557
June 2020	all	[10,20)	[70,80)	0.21187032971407105
June 2020	all	[10,20)	[80,Inf]	0.08708325636194092
June 2020	all	[20,30)	[0,10)	1.124803235255537
June 2020	all	[20,30)	[10,20)	1.6810601899990156
June 2020	all	[20,30)	[20,30)	3.107677754203649
June 2020	all	[20,30)	[30,40)	1.649989541052253
June 2020	all	[20,30)	[40,50)	1.3754489898170008
June 2020	all	[20,30)	[50,60)	1.3571297124540191
June 2020	all	[20,30)	[60,70)	0.6092681616942753
June 2020	all	[20,30)	[70,80)	0.24347469211658065
June 2020	all	[20,30)	[80,Inf]	0.1102689063629652
June 2020	all	[30,40)	[0,10)	1.8180939748223877
June 2020	all	[30,40)	[10,20)	1.219309233821093
June 2020	all	[30,40)	[20,30)	1.7232280365497012
June 2020	all	[30,40)	[30,40)	2.677652041102293
June 2020	all	[30,40)	[40,50)	1.7171442352473774
June 2020	all	[30,40)	[50,60)	1.277849386614989
June 2020	all	[30,40)	[60,70)	0.7561678807501627
June 2020	all	[30,40)	[70,80)	0.31054983674446196
June 2020	all	[30,40)	[80,Inf]	0.15000927329133765
June 2020	all	[40,50)	[0,10)	1.509516348415768
June 2020	all	[40,50)	[10,20)	1.5003835160072572
June 2020	all	[40,50)	[20,30)	1.3393727224739937
June 2020	all	[40,50)	[30,40)	1.6010328115209058
June 2020	all	[40,50)	[40,50)	2.529871244380472
June 2020	all	[40,50)	[50,60)	1.395890358767443
June 2020	all	[40,50)	[60,70)	0.7016854872024056
June 2020	all	[40,50)	[70,80)	0.37402957673539683
June 2020	all	[40,50)	[80,Inf]	0.1778618392833725
June 2020	all	[50,60)	[0,10)	0.6266329269168673
June 2020	all	[50,60)	[10,20)	0.9105810963861716
June 2020	all	[50,60)	[20,30)	1.1912580375531394
June 2020	all	[50,60)	[30,40)	1.073996097758317
June 2020	all	[50,60)	[40,50)	1.2582939686885009
June 2020	all	[50,60)	[50,60)	1.8527460344588276
June 2020	all	[50,60)	[60,70)	0.8004997047717707
June 2020	all	[50,60)	[70,80)	0.38158123210849865
June 2020	all	[50,60)	[80,Inf]	0.26112922324074234
June 2020	all	[60,70)	[0,10)	0.43317211491644025
June 2020	all	[60,70)	[10,20)	0.4661572825456544
June 2020	all	[60,70)	[20,30)	0.6418888091263375
June 2020	all	[60,70)	[30,40)	0.7627995755010969
June 2020	all	[60,70)	[40,50)	0.7591722113652912
June 2020	all	[60,70)	[50,60)	0.9608113182617525
June 2020	all	[60,70)	[60,70)	1.2729361182177998
June 2020	all	[60,70)	[70,80)	0.5238275671133118
June 2020	all	[60,70)	[80,Inf]	0.2317045834285545
June 2020	all	[70,80)	[0,10)	0.21443643151535602
June 2020	all	[70,80)	[10,20)	0.27954141171598434
June 2020	all	[70,80)	[20,30)	0.3521831347739398
June 2020	all	[70,80)	[30,40)	0.43011992857077724
June 2020	all	[70,80)	[40,50)	0.5556131606873667
June 2020	all	[70,80)	[50,60)	0.6288262282634925
June 2020	all	[70,80)	[60,70)	0.7192397212772327
June 2020	all	[70,80)	[70,80)	1.0288503223072676
June 2020	all	[70,80)	[80,Inf]	0.31542595304334864
June 2020	all	[80,Inf]	[0,10)	0.11469412370366294
June 2020	all	[80,Inf]	[10,20)	0.21893261815150122
June 2020	all	[80,Inf]	[20,30)	0.303926466832488
June 2020	all	[80,Inf]	[30,40)	0.3958660970972583
June 2020	all	[80,Inf]	[40,50)	0.5034397980152405
June 2020	all	[80,Inf]	[50,60)	0.8199513126184776
June 2020	all	[80,Inf]	[60,70)	0.6061903650344802
June 2020	all	[80,Inf]	[70,80)	0.6010560576821644
June 2020	all	[80,Inf]	[80,Inf]	0.6558000950158144
June 2020	community	[0,10)	[0,10)	11.922731586676807
June 2020	community	[0,10)	[10,20)	2.3734461517303513
June 2020	community	[0,10)	[20,30)	1.2496248114520732
June 2020	community	[0,10)	[30,40)	1.2831389182680224
June 2020	community	[0,10)	[40,50)	1.1606862095681958
June 2020	community	[0,10)	[50,60)	0.7401116363152346
June 2020	community	[0,10)	[60,70)	0.4591833634310697
June 2020	community	[0,10)	[70,80)	0.17746899298254187
June 2020	community	[0,10)	[80,Inf]	0.04895977961742366
June 2020	community	[10,20)	[0,10)	2.1077509437514803
June 2020	community	[10,20)	[10,20)	6.133062718429542
June 2020	community	[10,20)	[20,30)	1.7483416920839059
June 2020	community	[10,20)	[30,40)	1.0399297254736248
June 2020	community	[10,20)	[40,50)	0.9661048623455123
June 2020	community	[10,20)	[50,60)	0.7388885125820115
June 2020	community	[10,20)	[60,70)	0.427293466052539
June 2020	community	[10,20)	[70,80)	0.2097830426017726
June 2020	community	[10,20)	[80,Inf]	0.08360161469025226
June 2020	community	[20,30)	[0,10)	1.0122543226046254
June 2020	community	[20,30)	[10,20)	1.5947330326487414
June 2020	community	[20,30)	[20,30)	2.5350630438256245
June 2020	community	[20,30)	[30,40)	1.446313666273422
June 2020	community	[20,30)	[40,50)	1.1166841522623996
June 2020	community	[20,30)	[50,60)	0.9723065802463909
June 2020	community	[20,30)	[60,70)	0.5175065432890215
June 2020	community	[20,30)	[70,80)	0.246656238446512
June 2020	community	[20,30)	[80,Inf]	0.11079540343398774
June 2020	community	[30,40)	[0,10)	1.08551177940218
June 2020	community	[30,40)	[10,20)	0.9906709234730803
June 2020	community	[30,40)	[20,30)	1.5105147398775973
June 2020	community	[30,40)	[30,40)	2.174472726994018
June 2020	community	[30,40)	[40,50)	1.519320853032159
June 2020	community	[30,40)	[50,60)	1.1588803735916668
June 2020	community	[30,40)	[60,70)	0.6839956228590707
June 2020	community	[30,40)	[70,80)	0.31424919182383476
June 2020	community	[30,40)	[80,Inf]	0.14761623864110832
June 2020	community	[40,50)	[0,10)	0.915535551653556
June 2020	community	[40,50)	[10,20)	0.8581037847817564
June 2020	community	[40,50)	[20,30)	1.0873942730572166
June 2020	community	[40,50)	[30,40)	1.4165880005301001
June 2020	community	[40,50)	[40,50)	2.0510222075163074
June 2020	community	[40,50)	[50,60)	1.2551213040519777
June 2020	community	[40,50)	[60,70)	0.6762789478095179
June 2020	community	[40,50)	[70,80)	0.37195996460474084
June 2020	community	[40,50)	[80,Inf]	0.1796111645025006
June 2020	community	[50,60)	[0,10)	0.5262390097060642
June 2020	community	[50,60)	[10,20)	0.5915931399396054
June 2020	community	[50,60)	[20,30)	0.8534705217819649
June 2020	community	[50,60)	[30,40)	0.9740064059644026
June 2020	community	[50,60)	[40,50)	1.1314038675845717
June 2020	community	[50,60)	[50,60)	1.352193424982656
June 2020	community	[50,60)	[60,70)	0.6786617553383977
June 2020	community	[50,60)	[70,80)	0.3725358150312956
June 2020	community	[50,60)	[80,Inf]	0.2410550401592217
June 2020	community	[60,70)	[0,10)	0.3918659497742186
June 2020	community	[60,70)	[10,20)	0.41061814524636064
June 2020	community	[60,70)	[20,30)	0.5452159813583848
June 2020	community	[60,70)	[30,40)	0.6899941768660108
June 2020	community	[60,70)	[40,50)	0.7316840362380297
June 2020	community	[60,70)	[50,60)	0.8145779259727316
June 2020	community	[60,70)	[60,70)	0.7737212781023017
June 2020	community	[60,70)	[70,80)	0.40410615810777406
June 2020	community	[60,70)	[80,Inf]	0.21194126627810206
June 2020	community	[70,80)	[0,10)	0.20794146250013484
June 2020	community	[70,80)	[10,20)	0.276787724220942
June 2020	community	[70,80)	[20,30)	0.3567864044519045
June 2020	community	[70,80)	[30,40)	0.43524456736873696
June 2020	community	[70,80)	[40,50)	0.5525391449731564
June 2020	community	[70,80)	[50,60)	0.6139208863678112
June 2020	community	[70,80)	[60,70)	0.5548579387869504
June 2020	community	[70,80)	[70,80)	0.5236040869488718
June 2020	community	[70,80)	[80,Inf]	0.22391929267024974
June 2020	community	[80,Inf]	[0,10)	0.10931303466968893
June 2020	community	[80,Inf]	[10,20)	0.21017988127499995
June 2020	community	[80,Inf]	[20,30)	0.3053781742871013
June 2020	community	[80,Inf]	[30,40)	0.3895526909596481
June 2020	community	[80,Inf]	[40,50)	0.508392100719633
June 2020	community	[80,Inf]	[50,60)	0.7569179014471697
June 2020	community	[80,Inf]	[60,70)	0.5544852028523789
June 2020	community	[80,Inf]	[70,80)	0.4266840126492558
June 2020	community	[80,Inf]	[80,Inf]	0.3239950601338107
June 2020	household	[0,10)	[0,10)	0.9176481535101171
June 2020	household	[0,10)	[10,20)	0.3279919563208132
June 2020	household	[0,10)	[20,30)	0.12733892369323646
June 2020	household	[0,10)	[30,40)	1.0338180833338624
June 2020	household	[0,10)	[40,50)	0.7246104838721283
June 2020	household	[0,10)	[50,60)	0.07123439411661138
June 2020	household	[0,10)	[60,70)	0.01736724843288031
June 2020	household	[0,10)	[70,80)	0.009398632002709932
June 2020	household	[0,10)	[80,Inf]	0.0041825073047255445
June 2020	household	[10,20)	[0,10)	0.2912697761828406
June 2020	household	[10,20)	[10,20)	0.8839862030846569
June 2020	household	[10,20)	[20,30)	0.19462671333007078
June 2020	household	[10,20)	[30,40)	0.18388076074828277
June 2020	household	[10,20)	[40,50)	1.01149918685677
June 2020	household	[10,20)	[50,60)	0.49839307759011664
June 2020	household	[10,20)	[60,70)	0.036911097175813964
June 2020	household	[10,20)	[70,80)	0.005042179318380662
June 2020	household	[10,20)	[80,Inf]	7.652545603852737e-4
June 2020	household	[20,30)	[0,10)	0.10315382332814849
June 2020	household	[20,30)	[10,20)	0.17752421223807244
June 2020	household	[20,30)	[20,30)	0.7180381737689907
June 2020	household	[20,30)	[30,40)	0.12988486174358937
June 2020	household	[20,30)	[40,50)	0.103298099734784
June 2020	household	[20,30)	[50,60)	0.4132373628910937
June 2020	household	[20,30)	[60,70)	0.09984859876067836
June 2020	household	[20,30)	[70,80)	0.004972546632282382
June 2020	household	[20,30)	[80,Inf]	2.381547756751864e-4
June 2020	household	[30,40)	[0,10)	0.8746042429795164
June 2020	household	[30,40)	[10,20)	0.175173293572466
June 2020	household	[30,40)	[20,30)	0.13564643776386165
June 2020	household	[30,40)	[30,40)	0.5772035016559455
June 2020	household	[30,40)	[40,50)	0.1428422737209037
June 2020	household	[30,40)	[50,60)	0.037499994933019726
June 2020	household	[30,40)	[60,70)	0.0324400296404851
June 2020	household	[30,40)	[70,80)	0.006463276924018527
June 2020	household	[30,40)	[80,Inf]	3.046797788223161e-4
June 2020	household	[40,50)	[0,10)	0.5715466462063781
June 2020	household	[40,50)	[10,20)	0.8984213639177526
June 2020	household	[40,50)	[20,30)	0.10058994971041206
June 2020	household	[40,50)	[30,40)	0.13318060806251836
June 2020	household	[40,50)	[40,50)	0.5536570542055896
June 2020	household	[40,50)	[50,60)	0.13065757248710802
June 2020	household	[40,50)	[60,70)	0.017856844229571282
June 2020	household	[40,50)	[70,80)	0.008885703153699723
June 2020	household	[40,50)	[80,Inf]	9.974164805604435e-4
June 2020	household	[50,60)	[0,10)	0.050648720113706476
June 2020	household	[50,60)	[10,20)	0.399033324682023
June 2020	household	[50,60)	[20,30)	0.36272800481862033
June 2020	household	[50,60)	[30,40)	0.03151708373727322
June 2020	household	[50,60)	[40,50)	0.11777379007402884
June 2020	household	[50,60)	[50,60)	0.5688856883479789
June 2020	household	[50,60)	[60,70)	0.12155130876598667
June 2020	household	[50,60)	[70,80)	0.014130909577960704
June 2020	household	[50,60)	[80,Inf]	0.0039692506645841764
June 2020	household	[60,70)	[0,10)	0.01482123274060702
June 2020	household	[60,70)	[10,20)	0.035470387217041204
June 2020	household	[60,70)	[20,30)	0.10519193725012489
June 2020	household	[60,70)	[30,40)	0.03272432154410874
June 2020	household	[60,70)	[40,50)	0.019319389017360102
June 2020	household	[60,70)	[50,60)	0.14588683747535064
June 2020	household	[60,70)	[60,70)	0.585542570465543
June 2020	household	[60,70)	[70,80)	0.12244573043206376
June 2020	household	[60,70)	[80,Inf]	0.011096696682092793
June 2020	household	[70,80)	[0,10)	0.01101305509572977
June 2020	household	[70,80)	[10,20)	0.006652970584114656
June 2020	household	[70,80)	[20,30)	0.0071929009126910715
June 2020	household	[70,80)	[30,40)	0.00895181258329073
June 2020	household	[70,80)	[40,50)	0.013200059239960732
June 2020	household	[70,80)	[50,60)	0.02328671010950904
June 2020	household	[70,80)	[60,70)	0.16812182241775453
June 2020	household	[70,80)	[70,80)	0.5673752465055137
June 2020	household	[70,80)	[80,Inf]	0.08998408060367774
June 2020	household	[80,Inf]	[0,10)	0.009338342956181182
June 2020	household	[80,Inf]	[10,20)	0.0019239356550061486
June 2020	household	[80,Inf]	[20,30)	6.564261766447799e-4
June 2020	household	[80,Inf]	[30,40)	8.040931949216552e-4
June 2020	household	[80,Inf]	[40,50)	0.002823234799185603
June 2020	household	[80,Inf]	[50,60)	0.012463878366680274
June 2020	household	[80,Inf]	[60,70)	0.029031725128589602
June 2020	household	[80,Inf]	[70,80)	0.1714694337960305
June 2020	household	[80,Inf]	[80,Inf]	0.36202857405026084
September 2020	all	[0,10)	[0,10)	13.723260809437466
September 2020	all	[0,10)	[10,20)	2.6464031040916938
September 2020	all	[0,10)	[20,30)	1.3827583042973748
September 2020	all	[0,10)	[30,40)	1.916859234084087
September 2020	all	[0,10)	[40,50)	1.6100216664266331
September 2020	all	[0,10)	[50,60)	0.8286916468641445
September 2020	all	[0,10)	[60,70)	0.4274596694809312
September 2020	all	[0,10)	[70,80)	0.14257741069444568
September 2020	all	[0,10)	[80,Inf]	0.024608289593876696
September 2020	all	[10,20)	[0,10)	2.35012835761578
September 2020	all	[10,20)	[10,20)	10.970082677168373
September 2020	all	[10,20)	[20,30)	2.3658954359282265
September 2020	all	[10,20)	[30,40)	1.409751134296303
September 2020	all	[10,20)	[40,50)	1.6904306678348882
September 2020	all	[10,20)	[50,60)	1.0506110931033705
September 2020	all	[10,20)	[60,70)	0.41318501227037624
September 2020	all	[10,20)	[70,80)	0.176207904494479
September 2020	all	[10,20)	[80,Inf]	0.05917536378997142
September 2020	all	[20,30)	[0,10)	1.1200860222020574
September 2020	all	[20,30)	[10,20)	2.1580145010053653
September 2020	all	[20,30)	[20,30)	3.9704360992644236
September 2020	all	[20,30)	[30,40)	1.7989927800962704
September 2020	all	[20,30)	[40,50)	1.4626503792181729
September 2020	all	[20,30)	[50,60)	1.2753439584643487
September 2020	all	[20,30)	[60,70)	0.5472409581006958
September 2020	all	[20,30)	[70,80)	0.23961354029168683
September 2020	all	[20,30)	[80,Inf]	0.1531516559047936
September 2020	all	[30,40)	[0,10)	1.6216420290484714
September 2020	all	[30,40)	[10,20)	1.3429645356762452
September 2020	all	[30,40)	[20,30)	1.8788438069867592
September 2020	all	[30,40)	[30,40)	2.850484831622349
September 2020	all	[30,40)	[40,50)	1.9140164197560727
September 2020	all	[30,40)	[50,60)	1.3212624562495614
September 2020	all	[30,40)	[60,70)	0.6845452868099875
September 2020	all	[30,40)	[70,80)	0.3152705160872282
September 2020	all	[30,40)	[80,Inf]	0.1472596142263703
September 2020	all	[40,50)	[0,10)	1.2699480141329456
September 2020	all	[40,50)	[10,20)	1.5014560966033066
September 2020	all	[40,50)	[20,30)	1.4242785730068335
September 2020	all	[40,50)	[30,40)	1.784587265550771
September 2020	all	[40,50)	[40,50)	2.8151182764799976
September 2020	all	[40,50)	[50,60)	1.5839107476078487
September 2020	all	[40,50)	[60,70)	0.7177226333364001
September 2020	all	[40,50)	[70,80)	0.3781174156513466
September 2020	all	[40,50)	[80,Inf]	0.17155501748150373
September 2020	all	[50,60)	[0,10)	0.5892242988889468
September 2020	all	[50,60)	[10,20)	0.841168740474927
September 2020	all	[50,60)	[20,30)	1.1194722977030023
September 2020	all	[50,60)	[30,40)	1.110486075623559
September 2020	all	[50,60)	[40,50)	1.427780686751092
September 2020	all	[50,60)	[50,60)	1.9914201409812204
September 2020	all	[50,60)	[60,70)	0.8853573866118678
September 2020	all	[50,60)	[70,80)	0.4428636050257236
September 2020	all	[50,60)	[80,Inf]	0.26359986183380507
September 2020	all	[60,70)	[0,10)	0.36479206514001694
September 2020	all	[60,70)	[10,20)	0.3970582350259531
September 2020	all	[60,70)	[20,30)	0.5765453512265613
September 2020	all	[60,70)	[30,40)	0.6905438798933878
September 2020	all	[60,70)	[40,50)	0.7765228247308745
September 2020	all	[60,70)	[50,60)	1.062637456819037
September 2020	all	[60,70)	[60,70)	1.3707556619086332
September 2020	all	[60,70)	[70,80)	0.6890378905700516
September 2020	all	[60,70)	[80,Inf]	0.28865568586376283
September 2020	all	[70,80)	[0,10)	0.16706413412455998
September 2020	all	[70,80)	[10,20)	0.23249215904201334
September 2020	all	[70,80)	[20,30)	0.34660420506733997
September 2020	all	[70,80)	[30,40)	0.43665828061190093
September 2020	all	[70,80)	[40,50)	0.5616886911961331
September 2020	all	[70,80)	[50,60)	0.7298174148520277
September 2020	all	[70,80)	[60,70)	0.946084284344164
September 2020	all	[70,80)	[70,80)	1.2739156393932907
September 2020	all	[70,80)	[80,Inf]	0.4018086345832013
September 2020	all	[80,Inf]	[0,10)	0.054943185051813656
September 2020	all	[80,Inf]	[10,20)	0.14877398166198458
September 2020	all	[80,Inf]	[20,30)	0.4221009528812305
September 2020	all	[80,Inf]	[30,40)	0.38862508236421967
September 2020	all	[80,Inf]	[40,50)	0.48558676879995866
September 2020	all	[80,Inf]	[50,60)	0.8276912557581592
September 2020	all	[80,Inf]	[60,70)	0.7551867640778807
September 2020	all	[80,Inf]	[70,80)	0.765643962296393
September 2020	all	[80,Inf]	[80,Inf]	0.8015173223717725
September 2020	community	[0,10)	[0,10)	12.301959428628553
September 2020	community	[0,10)	[10,20)	2.4508048775792326
September 2020	community	[0,10)	[20,30)	1.171827837700523
September 2020	community	[0,10)	[30,40)	1.1502877771253766
September 2020	community	[0,10)	[40,50)	0.948714061878606
September 2020	community	[0,10)	[50,60)	0.6479824701903089
September 2020	community	[0,10)	[60,70)	0.38489814387438287
September 2020	community	[0,10)	[70,80)	0.13159194103011101
September 2020	community	[0,10)	[80,Inf]	0.02118660656245226
September 2020	community	[10,20)	[0,10)	2.1764284421044686
September 2020	community	[10,20)	[10,20)	9.71062606044838
September 2020	community	[10,20)	[20,30)	2.1229724745248233
September 2020	community	[10,20)	[30,40)	1.1081869023545006
September 2020	community	[10,20)	[40,50)	1.0167054231267683
September 2020	community	[10,20)	[50,60)	0.676273677553507
September 2020	community	[10,20)	[60,70)	0.3527558421506027
September 2020	community	[10,20)	[70,80)	0.1694138926735475
September 2020	community	[10,20)	[80,Inf]	0.05771951099584151
September 2020	community	[20,30)	[0,10)	0.9492237324784901
September 2020	community	[20,30)	[10,20)	1.936435982116997
September 2020	community	[20,30)	[20,30)	3.406727477663029
September 2020	community	[20,30)	[30,40)	1.5862205434216128
September 2020	community	[20,30)	[40,50)	1.1818168242185574
September 2020	community	[20,30)	[50,60)	0.9295869593934535
September 2020	community	[20,30)	[60,70)	0.46049871362279954
September 2020	community	[20,30)	[70,80)	0.23353927313932135
September 2020	community	[20,30)	[80,Inf]	0.146075537831741
September 2020	community	[30,40)	[0,10)	0.9731287402544563
September 2020	community	[30,40)	[10,20)	1.0556828714037019
September 2020	community	[30,40)	[20,30)	1.6566282636561571
September 2020	community	[30,40)	[30,40)	2.421411677903621
September 2020	community	[30,40)	[40,50)	1.6983666950963086
September 2020	community	[30,40)	[50,60)	1.194254849538242
September 2020	community	[30,40)	[60,70)	0.6342354852919333
September 2020	community	[30,40)	[70,80)	0.31176571746062876
September 2020	community	[30,40)	[80,Inf]	0.15049260659984548
September 2020	community	[40,50)	[0,10)	0.7483309171805208
September 2020	community	[40,50)	[10,20)	0.9030468580008006
September 2020	community	[40,50)	[20,30)	1.1508120857361444
September 2020	community	[40,50)	[30,40)	1.5835217531207753
September 2020	community	[40,50)	[40,50)	2.378204820276269
September 2020	community	[40,50)	[50,60)	1.4216328807093275
September 2020	community	[40,50)	[60,70)	0.6908711330252729
September 2020	community	[40,50)	[70,80)	0.37517608753255394
September 2020	community	[40,50)	[80,Inf]	0.175302359395578
September 2020	community	[50,60)	[0,10)	0.460737079939479
September 2020	community	[50,60)	[10,20)	0.541459502778227
September 2020	community	[50,60)	[20,30)	0.8159773823216379
September 2020	community	[50,60)	[30,40)	1.0037416957568819
September 2020	community	[50,60)	[40,50)	1.2815025338731756
September 2020	community	[50,60)	[50,60)	1.528652081355337
September 2020	community	[50,60)	[60,70)	0.756316875280784
September 2020	community	[50,60)	[70,80)	0.4222140685696417
September 2020	community	[50,60)	[80,Inf]	0.254822476566027
September 2020	community	[60,70)	[0,10)	0.32847060309055903
September 2020	community	[60,70)	[10,20)	0.33898814631793667
September 2020	community	[60,70)	[20,30)	0.4851615740160379
September 2020	community	[60,70)	[30,40)	0.6397937906496055
September 2020	community	[60,70)	[40,50)	0.7474723294789841
September 2020	community	[60,70)	[50,60)	0.9077607859381768
September 2020	community	[60,70)	[60,70)	0.897416017099675
September 2020	community	[60,70)	[70,80)	0.5448052079086435
September 2020	community	[60,70)	[80,Inf]	0.2689980962326173
September 2020	community	[70,80)	[0,10)	0.15419179831411092
September 2020	community	[70,80)	[10,20)	0.22352767928548406
September 2020	community	[70,80)	[20,30)	0.33781781684896117
September 2020	community	[70,80)	[30,40)	0.43180421331168967
September 2020	community	[70,80)	[40,50)	0.5573189470897875
September 2020	community	[70,80)	[50,60)	0.6957880063459267
September 2020	community	[70,80)	[60,70)	0.7480480349589792
September 2020	community	[70,80)	[70,80)	0.7523370588433772
September 2020	community	[70,80)	[80,Inf]	0.3056717999206328
September 2020	community	[80,Inf]	[0,10)	0.047303090555645584
September 2020	community	[80,Inf]	[10,20)	0.14511394197946084
September 2020	community	[80,Inf]	[20,30)	0.40259695826704855
September 2020	community	[80,Inf]	[30,40)	0.39715721365087675
September 2020	community	[80,Inf]	[40,50)	0.4961938313432406
September 2020	community	[80,Inf]	[50,60)	0.8001285837841359
September 2020	community	[80,Inf]	[60,70)	0.7037581342310856
September 2020	community	[80,Inf]	[70,80)	0.5824541029723834
September 2020	community	[80,Inf]	[80,Inf]	0.4537289622150963
September 2020	household	[0,10)	[0,10)	0.9211322050340499
September 2020	household	[0,10)	[10,20)	0.32371754394632524
September 2020	household	[0,10)	[20,30)	0.11578242698816332
September 2020	household	[0,10)	[30,40)	1.0324366101483118
September 2020	household	[0,10)	[40,50)	0.7214317995302648
September 2020	household	[0,10)	[50,60)	0.06778936917841555
September 2020	household	[0,10)	[60,70)	0.019765775498815894
September 2020	household	[0,10)	[70,80)	0.007335545627131156
September 2020	household	[0,10)	[80,Inf]	0.005803046394515478
September 2020	household	[10,20)	[0,10)	0.287475340199227
September 2020	household	[10,20)	[10,20)	0.9064096386549152
September 2020	household	[10,20)	[20,30)	0.2276975037946338
September 2020	household	[10,20)	[30,40)	0.1680264659204765
September 2020	household	[10,20)	[40,50)	0.9978554922669987
September 2020	household	[10,20)	[50,60)	0.48913681546853055
September 2020	household	[10,20)	[60,70)	0.03492835103477322
September 2020	household	[10,20)	[70,80)	0.005026111020811037
September 2020	household	[10,20)	[80,Inf]	0.0012359199875029915
September 2020	household	[20,30)	[0,10)	0.09379149004897912
September 2020	household	[20,30)	[10,20)	0.20769021937561047
September 2020	household	[20,30)	[20,30)	0.7768857401458894
September 2020	household	[20,30)	[30,40)	0.12207999065865144
September 2020	household	[20,30)	[40,50)	0.10292406724609747
September 2020	household	[20,30)	[50,60)	0.4168841943591549
September 2020	household	[20,30)	[60,70)	0.09289322707522243
September 2020	household	[20,30)	[70,80)	0.00576408750630994
September 2020	household	[20,30)	[80,Inf]	5.837059057583044e-4
September 2020	household	[30,40)	[0,10)	0.873434886875393
September 2020	household	[30,40)	[10,20)	0.16007065438370333
September 2020	household	[30,40)	[20,30)	0.12749580547068595
September 2020	household	[30,40)	[30,40)	0.5842041146786444
September 2020	household	[30,40)	[40,50)	0.13097426963165015
September 2020	household	[30,40)	[50,60)	0.03377467148851818
September 2020	household	[30,40)	[60,70)	0.02716836440816606
September 2020	household	[30,40)	[70,80)	0.007246922818874467
September 2020	household	[30,40)	[80,Inf]	4.803745063804498e-4
September 2020	household	[40,50)	[0,10)	0.5690378308139621
September 2020	household	[40,50)	[10,20)	0.886304998454143
September 2020	household	[40,50)	[20,30)	0.10022453069932619
September 2020	household	[40,50)	[30,40)	0.12211595005428438
September 2020	household	[40,50)	[40,50)	0.5554058095666571
September 2020	household	[40,50)	[50,60)	0.1291304003918693
September 2020	household	[40,50)	[60,70)	0.018297250126127228
September 2020	household	[40,50)	[70,80)	0.008459446951871945
September 2020	household	[40,50)	[80,Inf]	0.0010088178665503215
September 2020	household	[50,60)	[0,10)	0.048199576256914255
September 2020	household	[50,60)	[10,20)	0.3916210511742161
September 2020	household	[50,60)	[20,30)	0.3659283008723316
September 2020	household	[50,60)	[30,40)	0.028386052662925838
September 2020	household	[50,60)	[40,50)	0.11639755533269706
September 2020	household	[50,60)	[50,60)	0.5734204832717803
September 2020	household	[50,60)	[60,70)	0.12055377640588565
September 2020	household	[50,60)	[70,80)	0.01419891152545886
September 2020	household	[50,60)	[80,Inf]	0.00302164847897731
September 2020	household	[60,70)	[0,10)	0.01686792513142179
September 2020	household	[60,70)	[10,20)	0.03356459105553507
September 2020	household	[60,70)	[20,30)	0.09786323612002773
September 2020	household	[60,70)	[30,40)	0.027406320091512715
September 2020	household	[60,70)	[40,50)	0.019795569600712448
September 2020	household	[60,70)	[50,60)	0.1446892096616359
September 2020	household	[60,70)	[60,70)	0.5920632319914151
September 2020	household	[60,70)	[70,80)	0.12239548649598378
September 2020	household	[60,70)	[80,Inf]	0.009327907653301304
September 2020	household	[70,80)	[0,10)	0.008595445376073521
September 2020	household	[70,80)	[10,20)	0.006631716253332251
September 2020	household	[70,80)	[20,30)	0.008337773188613498
September 2020	household	[70,80)	[30,40)	0.010037116505820032
September 2020	household	[70,80)	[40,50)	0.012566799884911887
September 2020	household	[70,80)	[50,60)	0.023398829713840347
September 2020	household	[70,80)	[60,70)	0.16805285288073118
September 2020	household	[70,80)	[70,80)	0.5900102175377572
September 2020	household	[70,80)	[80,Inf]	0.08642992908797865
September 2020	household	[80,Inf]	[0,10)	0.012956572627397812
September 2020	household	[80,Inf]	[10,20)	0.0031072409760520186
September 2020	household	[80,Inf]	[20,30)	0.0016088594692839245
September 2020	household	[80,Inf]	[30,40)	0.0012677767292956442
September 2020	household	[80,Inf]	[40,50)	0.0028555056807318415
September 2020	household	[80,Inf]	[50,60)	0.009488357010957066
September 2020	household	[80,Inf]	[60,70)	0.024403776736183443
September 2020	household	[80,Inf]	[70,80)	0.16469656330705415
September 2020	household	[80,Inf]	[80,Inf]	0.4037723650999813
